Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
107,1.34,-0.18,10.58, -0.07,-0.01,0.01
108,1.12,-0.13,10.64, -0.07,-0.02,0.01
109,1.31,-0.14,10.62, -0.07,-0.01,0.01
110,1.17,-0.16,10.66, -0.07,-0.01,0.01
111,1.37,-0.23,10.62, -0.07,-0.02,0.01
112,1.20,-0.18,10.68, -0.07,-0.02,0.01
113,1.23,-0.14,10.62, -0.07,-0.01,0.01
114,1.31,-0.20,10.65, -0.07,-0.02,0.01
115,1.26,-0.19,10.67, -0.07,-0.02,0.01
116,1.35,-0.17,10.59, -0.07,-0.01,0.01
117,1.21,-0.14,10.72, -0.07,-0.01,0.00
118,1.38,-0.18,10.58, -0.07,-0.01,0.01
119,1.23,-0.17,10.68, -0.07,-0.02,0.01
120,1.36,-0.20,10.61, -0.07,-0.02,0.01
121,1.20,-0.18,10.60, -0.07,-0.02,0.01
122,1.24,-0.15,10.71, -0.07,-0.01,0.00
123,1.22,-0.17,10.63, -0.07,-0.02,0.01
124,1.26,-0.19,10.65, -0.07,-0.02,0.01
125,1.23,-0.13,10.67, -0.07,-0.02,0.01
126,1.30,-0.12,10.61, -0.07,-0.01,0.01
127,1.31,-0.23,10.59, -0.07,-0.02,0.01
128,1.19,-0.17,10.65, -0.07,-0.01,0.01
129,1.36,-0.15,10.71, -0.07,-0.01,0.01
130,1.21,-0.13,10.57, -0.07,-0.02,0.00
131,1.30,-0.19,10.63, -0.07,-0.01,0.01
132,1.19,-0.16,10.67, -0.07,-0.02,0.01
133,1.21,-0.18,10.62, -0.07,-0.01,0.01
134,1.25,-0.15,10.59, -0.07,-0.02,0.01
135,1.26,-0.17,10.57, -0.07,-0.01,0.01
136,1.26,-0.21,10.61, -0.07,-0.02,0.01
137,1.24,-0.11,10.64, -0.07,-0.01,0.01
138,1.31,-0.21,10.64, -0.07,-0.01,0.01
139,1.20,-0.12,10.62, -0.07,-0.01,0.01
140,1.31,-0.23,10.59, -0.07,-0.01,0.01
141,1.28,-0.17,10.61, -0.07,-0.02,0.01
142,1.28,-0.15,10.61, -0.07,-0.01,0.01
143,1.25,-0.17,10.57, -0.07,-0.02,0.01
144,1.29,-0.19,10.69, -0.07,-0.01,0.01
145,1.22,-0.18,10.62, -0.07,-0.02,0.01
146,1.21,-0.17,10.69, -0.07,-0.02,0.01
147,1.30,-0.14,10.72, -0.07,-0.02,0.01
148,1.18,-0.19,10.64, -0.07,-0.02,0.01
149,1.29,-0.19,10.59, -0.07,-0.02,0.01
150,1.21,-0.18,10.70, -0.07,-0.02,0.01
151,1.26,-0.15,10.69, -0.07,-0.02,0.01
152,1.26,-0.17,10.69, -0.07,-0.02,0.01
153,1.27,-0.15,10.73, -0.07,-0.01,0.01
154,1.26,-0.21,10.61, -0.07,-0.01,0.01
155,1.26,-0.15,10.62, -0.07,-0.01,0.01
156,1.23,-0.20,10.64, -0.07,-0.02,0.01
157,1.17,-0.15,10.63, -0.07,-0.02,0.01
158,1.30,-0.20,10.65, -0.07,-0.02,0.01
159,1.26,-0.13,10.67, -0.07,-0.02,0.01
160,1.20,-0.15,10.66, -0.07,-0.02,0.01
161,1.33,-0.25,10.59, -0.07,-0.02,0.01
162,1.23,-0.20,10.67, -0.07,-0.01,0.01
163,1.29,-0.19,10.54, -0.07,-0.01,0.01
164,1.25,-0.14,10.54, -0.07,-0.01,0.01
165,1.23,-0.17,10.68, -0.07,-0.01,0.01
166,1.24,-0.12,10.62, -0.07,-0.02,0.01
167,1.34,-0.15,10.61, -0.07,-0.01,0.01
168,1.24,-0.21,10.70, -0.07,-0.01,0.01
169,1.25,-0.19,10.59, -0.07,-0.01,0.01
170,1.28,-0.22,10.61, -0.07,-0.02,0.01
171,1.34,-0.10,10.63, -0.07,-0.02,0.01
172,1.23,-0.12,10.65, -0.07,-0.01,0.01
173,1.24,-0.23,10.72, -0.07,-0.01,0.01
174,1.33,-0.20,10.69, -0.07,-0.02,0.01
175,1.21,-0.19,10.63, -0.07,-0.02,0.01
176,1.24,-0.17,10.62, -0.07,-0.02,0.01
177,1.18,-0.15,10.70, -0.07,-0.02,0.01
178,1.24,-0.11,10.61, -0.07,-0.02,0.01
179,1.19,-0.13,10.57, -0.07,-0.02,0.01
180,1.33,-0.18,10.63, -0.07,-0.01,0.01
181,1.20,-0.19,10.69, -0.07,-0.02,0.01
182,1.28,-0.19,10.71, -0.07,-0.02,0.01
183,1.28,-0.23,10.64, -0.07,-0.02,0.01
184,1.23,-0.21,10.65, -0.07,-0.01,0.01
185,1.31,-0.19,10.59, -0.07,-0.02,0.01
186,1.21,-0.17,10.65, -0.07,-0.01,0.01
187,1.33,-0.20,10.67, -0.07,-0.02,0.01
188,1.16,-0.13,10.73, -0.07,-0.02,0.01
189,1.30,-0.16,10.60, -0.07,-0.01,0.00
190,1.16,-0.17,10.66, -0.07,-0.02,0.01
191,1.29,-0.17,10.63, -0.07,-0.01,0.01
192,1.24,-0.18,10.61, -0.08,-0.01,0.01
193,1.27,-0.11,10.63, -0.07,-0.02,0.00
194,1.24,-0.10,10.65, -0.07,-0.01,0.01
195,1.28,-0.11,10.60, -0.07,-0.02,0.01
196,1.23,-0.22,10.58, -0.07,-0.02,0.01
197,1.26,-0.17,10.63, -0.07,-0.02,0.01
198,1.30,-0.12,10.69, -0.07,-0.02,0.01
199,1.21,-0.14,10.65, -0.07,-0.02,0.01
200,1.31,-0.21,10.62, -0.07,-0.01,0.01
201,1.26,-0.15,10.70, -0.07,-0.01,0.01
202,1.27,-0.18,10.62, -0.07,-0.01,0.01
203,1.29,-0.20,10.66, -0.07,-0.02,0.01
204,1.37,-0.15,10.64, -0.07,-0.02,0.01
205,1.33,-0.14,10.65, -0.07,-0.02,0.01
206,1.29,-0.19,10.60, -0.07,-0.02,0.00
207,1.27,-0.20,10.59, -0.07,-0.01,0.01
208,1.29,-0.17,10.67, -0.07,-0.01,0.01
209,1.25,-0.16,10.62, -0.07,-0.02,0.00
210,1.31,-0.21,10.62, -0.07,-0.01,0.01
211,1.25,-0.14,10.62, -0.07,-0.02,0.01
212,1.25,-0.12,10.58, -0.07,-0.01,0.01
213,1.30,-0.13,10.59, -0.07,-0.01,0.01
214,1.33,-0.23,10.67, -0.07,-0.02,0.01
215,1.24,-0.17,10.56, -0.07,-0.02,0.01
216,1.27,-0.14,10.68, -0.07,-0.01,0.01
217,1.25,-0.14,10.63, -0.07,-0.02,0.01
218,1.24,-0.16,10.68, -0.07,-0.02,0.01
219,1.29,-0.16,10.66, -0.07,-0.01,0.01
220,1.27,-0.17,10.68, -0.07,-0.02,0.01
221,1.26,-0.17,10.70, -0.07,-0.02,0.01
222,1.24,-0.16,10.68, -0.07,-0.02,0.01
223,1.30,-0.14,10.67, -0.07,-0.02,0.01
224,1.24,-0.15,10.71, -0.07,-0.01,0.01
225,1.32,-0.16,10.71, -0.07,-0.02,0.01
226,1.26,-0.13,10.62, -0.07,-0.02,0.00
227,1.29,-0.17,10.70, -0.07,-0.02,0.01
228,1.27,-0.18,10.67, -0.07,-0.01,0.01
229,1.23,-0.19,10.68, -0.07,-0.02,0.01
230,1.24,-0.22,10.56, -0.08,-0.02,0.01
231,1.32,-0.15,10.66, -0.07,-0.01,0.01
232,1.31,-0.18,10.56, -0.07,-0.02,0.01
233,1.20,-0.17,10.62, -0.07,-0.02,0.01
234,1.33,-0.17,10.62, -0.07,-0.02,0.01
235,1.29,-0.14,10.59, -0.07,-0.02,0.01
236,1.29,-0.20,10.69, -0.07,-0.01,0.01
237,1.23,-0.20,10.69, -0.07,-0.02,0.01
238,1.26,-0.13,10.60, -0.07,-0.01,0.01
239,1.27,-0.20,10.75, -0.07,-0.02,0.01
240,1.25,-0.15,10.57, -0.07,-0.02,0.01
241,1.32,-0.12,10.59, -0.07,-0.02,0.01
242,1.26,-0.14,10.65, -0.07,-0.02,0.01
243,1.28,-0.17,10.63, -0.07,-0.01,0.01
244,1.23,-0.19,10.59, -0.07,-0.02,0.01
245,1.28,-0.13,10.67, -0.07,-0.01,0.01
246,1.23,-0.17,10.66, -0.07,-0.02,0.01
247,1.36,-0.18,10.69, -0.07,-0.02,0.01
248,1.32,-0.22,10.66, -0.07,-0.02,0.01
249,1.36,-0.18,10.67, -0.07,-0.01,0.01
250,1.24,-0.19,10.64, -0.07,-0.02,0.01
251,1.24,-0.18,10.57, -0.07,-0.01,0.01
252,1.24,-0.20,10.65, -0.07,-0.02,0.01
253,1.27,-0.17,10.59, -0.07,-0.01,0.01
254,1.26,-0.11,10.56, -0.07,-0.01,0.01
255,1.20,-0.21,10.65, -0.07,-0.02,0.01
256,1.36,-0.15,10.59, -0.07,-0.02,0.01
257,1.26,-0.21,10.56, -0.07,-0.02,0.01
258,1.38,-0.22,10.64, -0.07,-0.02,0.01
259,1.26,-0.16,10.60, -0.07,-0.02,0.01
260,1.26,-0.15,10.67, -0.07,-0.02,0.01
261,1.34,-0.10,10.69, -0.07,-0.02,0.01
262,1.24,-0.15,10.74, -0.07,-0.02,0.01
263,1.25,-0.24,10.72, -0.07,-0.02,0.01
264,1.32,-0.12,10.65, -0.07,-0.02,0.01
265,1.24,-0.14,10.64, -0.07,-0.01,0.01
266,1.21,-0.13,10.71, -0.07,-0.01,0.01
267,1.23,-0.19,10.63, -0.07,-0.02,0.01
268,1.29,-0.21,10.69, -0.07,-0.02,0.01
269,1.18,-0.11,10.73, -0.07,-0.02,0.01
270,1.30,-0.18,10.66, -0.07,-0.01,0.01
271,1.23,-0.17,10.70, -0.07,-0.02,0.01
272,1.24,-0.22,10.71, -0.07,-0.01,0.01
273,1.33,-0.22,10.60, -0.07,-0.02,0.01
274,1.23,-0.18,10.69, -0.07,-0.02,0.01
275,1.24,-0.07,10.60, -0.07,-0.02,0.01
276,1.19,-0.19,10.69, -0.07,-0.02,0.01
277,1.26,-0.16,10.62, -0.07,-0.01,0.01
278,1.31,-0.19,10.72, -0.07,-0.01,0.01
279,1.31,-0.13,10.60, -0.07,-0.02,0.01
280,1.23,-0.21,10.63, -0.07,-0.02,0.01
281,1.35,-0.12,10.62, -0.07,-0.01,0.01
282,1.19,-0.25,10.69, -0.07,-0.01,0.01
283,1.28,-0.20,10.67, -0.07,-0.01,0.01
284,1.40,-0.18,10.72, -0.07,-0.02,0.01
285,1.25,-0.12,10.62, -0.07,-0.02,0.01
286,1.33,-0.17,10.66, -0.07,-0.02,0.01
287,1.25,-0.15,10.67, -0.07,-0.02,0.01
288,1.27,-0.22,10.72, -0.07,-0.02,0.01
289,1.18,-0.22,10.68, -0.07,-0.02,0.01
290,1.28,-0.17,10.60, -0.07,-0.02,0.01
291,1.22,-0.18,10.69, -0.07,-0.02,0.01
292,1.33,-0.16,10.68, -0.07,-0.01,0.01
293,1.20,-0.14,10.61, -0.07,-0.02,0.01
294,1.36,-0.19,10.61, -0.07,-0.01,0.01
295,1.22,-0.20,10.63, -0.07,-0.02,0.01
296,1.25,-0.17,10.73, -0.07,-0.01,0.01
297,1.30,-0.15,10.51, -0.07,-0.01,0.01
298,1.23,-0.17,10.59, -0.07,-0.02,0.01
299,1.23,-0.15,10.63, -0.07,-0.02,0.01
300,1.31,-0.16,10.60, -0.07,-0.01,0.01
301,1.30,-0.15,10.61, -0.07,-0.01,0.01
302,1.22,-0.23,10.66, -0.07,-0.02,0.01
303,1.29,-0.19,10.67, -0.07,-0.02,0.00
304,1.27,-0.23,10.63, -0.07,-0.01,0.01
305,1.26,-0.17,10.59, -0.07,-0.01,0.01
306,1.30,-0.14,10.72, -0.07,-0.02,0.01
307,1.26,-0.27,10.64, -0.07,-0.02,0.01
308,1.38,-0.19,10.64, -0.07,-0.01,0.01
309,1.20,-0.18,10.63, -0.07,-0.02,0.01
310,1.24,-0.22,10.67, -0.07,-0.02,0.01
311,1.24,-0.13,10.66, -0.07,-0.02,0.01
312,1.25,-0.15,10.62, -0.07,-0.01,0.01
313,1.29,-0.18,10.56, -0.07,-0.02,0.01
314,1.26,-0.18,10.69, -0.07,-0.02,0.01
315,1.30,-0.19,10.54, -0.07,-0.02,0.01
316,1.23,-0.13,10.60, -0.07,-0.01,0.01
317,1.25,-0.17,10.59, -0.07,-0.02,0.01
318,1.24,-0.19,10.64, -0.07,-0.02,0.01
319,1.30,-0.17,10.72, -0.07,-0.01,0.01
320,1.17,-0.18,10.66, -0.07,-0.01,0.01
321,1.30,-0.19,10.69, -0.07,-0.01,0.01
322,1.23,-0.14,10.60, -0.07,-0.02,0.01
323,1.34,-0.13,10.69, -0.07,-0.01,0.01
324,1.19,-0.18,10.57, -0.07,-0.01,0.00
325,1.30,-0.16,10.72, -0.07,-0.02,0.01
326,1.25,-0.19,10.70, -0.07,-0.02,0.01
327,1.25,-0.11,10.60, -0.07,-0.01,0.01
328,1.28,-0.24,10.69, -0.07,-0.01,0.01
329,1.27,-0.13,10.61, -0.07,-0.02,0.01
330,1.30,-0.20,10.74, -0.07,-0.01,0.01
331,1.24,-0.16,10.55, -0.07,-0.02,0.01
332,1.22,-0.16,10.65, -0.07,-0.01,0.01
333,1.23,-0.19,10.64, -0.07,-0.02,0.01
334,1.23,-0.13,10.61, -0.07,-0.02,0.01
335,1.30,-0.19,10.68, -0.07,-0.01,0.01
336,1.26,-0.20,10.64, -0.07,-0.02,0.01
337,1.26,-0.14,10.62, -0.07,-0.01,0.01
338,1.28,-0.15,10.64, -0.07,-0.02,0.01
339,1.30,-0.12,10.61, -0.07,-0.02,0.01
340,1.28,-0.16,10.60, -0.07,-0.01,0.01
341,1.28,-0.23,10.61, -0.07,-0.01,0.01
342,1.25,-0.19,10.63, -0.07,-0.01,0.01
343,1.31,-0.19,10.61, -0.07,-0.01,0.01
344,1.30,-0.20,10.62, -0.07,-0.02,0.01
345,1.32,-0.18,10.64, -0.07,-0.01,0.01
346,1.26,-0.14,10.60, -0.07,-0.02,0.01
347,1.27,-0.24,10.58, -0.07,-0.02,0.01
348,1.32,-0.16,10.65, -0.07,-0.02,0.01
349,1.18,-0.19,10.62, -0.07,-0.02,0.01
350,1.24,-0.19,10.70, -0.07,-0.02,0.01
351,1.24,-0.19,10.65, -0.07,-0.01,0.01
352,1.34,-0.22,10.66, -0.07,-0.02,0.01
353,1.22,-0.18,10.66, -0.07,-0.02,0.01
354,1.28,-0.16,10.64, -0.07,-0.02,0.01
355,1.29,-0.16,10.66, -0.07,-0.01,0.01
356,1.23,-0.15,10.62, -0.07,-0.01,0.01
357,1.30,-0.15,10.64, -0.07,-0.02,0.01
358,1.24,-0.13,10.73, -0.07,-0.01,0.00
359,1.08,0.16,10.74, -0.08,0.01,0.00
360,1.53,-0.55,10.73, -0.08,-0.01,-0.01
361,1.11,0.14,10.75, -0.07,-0.03,0.01
362,1.38,-0.33,10.62, -0.07,-0.01,0.02
363,1.47,-0.10,10.67, -0.07,-0.03,0.02
364,1.04,-0.16,10.64, -0.08,-0.01,0.01
365,1.49,-0.20,10.61, -0.07,-0.02,0.01
366,1.13,-0.05,10.59, -0.08,-0.01,0.00
367,1.50,-0.38,10.64, -0.07,-0.02,0.01
368,1.07,0.00,10.68, -0.08,-0.02,0.01
369,1.49,-0.34,10.66, -0.07,-0.02,0.01
370,1.16,0.02,10.70, -0.07,-0.02,0.01
371,1.38,-0.29,10.61, -0.07,-0.01,0.01
372,1.20,-0.11,10.73, -0.07,-0.02,0.01
373,1.29,-0.19,10.59, -0.08,-0.01,0.01
374,1.35,-0.33,10.63, -0.05,-0.03,0.02
375,1.42,0.17,10.67, -0.07,-0.01,-0.00
376,1.15,-0.54,10.59, -0.07,-0.03,0.00
377,1.30,0.10,10.61, -0.06,0.00,0.16
378,0.80,-1.38,10.63, -0.02,-0.04,0.51
379,1.66,0.58,10.69, -0.04,-0.01,0.31
380,1.60,0.74,10.61, -0.07,-0.01,-0.01
381,1.23,-0.36,10.85, -0.15,0.01,-0.10
382,0.96,-0.56,10.64, -0.04,-0.01,-0.01
383,1.54,-0.15,10.54, -0.10,-0.02,-0.19
384,1.39,0.46,10.89, -0.10,-0.00,-0.13
385,1.43,-0.19,10.78, -0.13,0.05,-0.14
386,0.82,0.21,10.72, -0.14,0.01,-0.43
387,1.43,-0.81,10.61, -0.13,0.00,-0.32
388,1.64,-0.08,10.80, -0.08,-0.01,-0.02
389,1.83,0.44,10.68, -0.16,0.06,-0.02
390,2.29,0.09,10.72, -0.20,0.14,-0.03
391,0.99,-0.55,10.66, -0.21,0.19,-0.08
392,2.16,-1.92,10.47, -0.09,0.24,-0.08
393,1.52,-0.45,10.63, -0.02,0.31,0.04
394,3.78,1.10,10.81, -0.11,0.49,-0.17
395,1.08,1.22,12.11, -0.14,0.78,-0.86
396,1.87,-2.82,16.39, 0.10,0.75,-0.45
397,0.52,1.04,15.30, 0.28,0.44,0.26
398,-1.35,0.29,14.18, 0.08,0.27,0.22
399,-1.75,-0.03,14.77, -0.01,-0.07,0.36
400,-0.55,1.21,17.04, -0.25,-0.30,0.46
401,0.43,1.00,16.92, -0.46,-0.23,0.54
402,0.61,0.76,15.44, -0.64,-0.01,0.49
403,-0.67,0.13,13.88, -0.70,0.16,0.55
404,-1.18,-0.22,12.22, -0.69,0.15,0.64
405,-1.40,0.90,11.97, -0.69,0.13,0.63
406,-1.32,1.12,12.30, -0.77,0.09,0.58
407,-1.41,0.92,12.15, -0.81,0.05,0.67
408,-0.95,0.55,11.65, -0.86,0.04,0.72
409,-0.71,-0.39,11.43, -0.74,0.07,0.77
410,-0.81,0.08,10.71, -0.63,0.12,0.80
411,-1.06,-0.31,9.42, -0.47,0.10,0.83
412,-1.28,-0.54,8.58, -0.31,0.07,0.85
413,-1.05,0.36,8.89, -0.16,0.02,0.77
414,-0.68,0.34,9.62, -0.11,0.04,0.67
415,-0.91,-0.43,9.42, -0.00,0.03,0.53
416,-1.30,-1.09,8.67, 0.16,0.00,0.49
417,-1.45,-0.90,8.11, 0.28,-0.12,0.51
418,-1.17,-0.29,7.91, 0.31,-0.23,0.52
419,-0.36,0.07,8.60, 0.25,-0.24,0.33
420,-0.11,0.55,9.62, 0.17,-0.20,0.21
421,-0.37,0.56,9.37, 0.05,-0.13,0.00
422,-0.78,-0.72,8.64, 0.09,-0.09,-0.09
423,-1.49,-0.54,8.21, 0.19,-0.12,-0.05
424,-1.07,-0.48,7.81, 0.28,-0.17,-0.08
425,-0.06,-0.25,8.80, 0.46,-0.08,-0.10
426,-0.48,-0.60,7.96, 0.38,-0.10,-0.23
427,-0.27,-1.25,9.30, 0.59,-0.11,-0.27
428,-0.84,1.04,9.05, 0.65,-0.12,-0.04
429,-0.18,1.27,7.91, 0.50,-0.16,-0.05
430,0.65,0.59,9.12, 0.43,-0.07,-0.20
431,1.43,-0.46,10.83, 0.46,0.06,-0.30
432,1.05,0.07,11.22, 0.53,0.21,-0.25
433,0.69,-0.45,10.11, 0.44,0.27,-0.26
434,0.22,-0.94,9.03, 0.48,0.28,-0.24
435,0.68,-1.03,9.09, 0.58,0.25,-0.24
436,-0.53,-1.95,9.42, 0.71,0.29,-0.12
437,0.22,0.51,10.49, 0.66,0.10,-0.35
438,-0.27,-0.28,10.05, 0.62,-0.01,-0.23
439,-0.05,0.17,9.34, 0.56,-0.17,-0.07
440,0.74,-0.07,9.59, 0.52,-0.23,-0.04
441,1.04,1.20,11.52, 0.41,-0.15,-0.24
442,0.55,1.47,12.05, 0.25,-0.06,-0.29
443,-0.19,1.61,10.80, 0.01,-0.10,-0.10
444,-0.55,1.30,9.12, -0.24,-0.20,-0.09
445,-0.65,1.20,8.79, -0.45,-0.39,-0.01
446,-0.41,1.12,9.25, -0.65,-0.50,0.13
447,-0.12,-1.18,10.45, -0.77,-0.66,0.20
448,1.99,0.34,12.04, -0.81,-0.59,0.03
449,1.42,0.06,11.37, -0.80,-0.40,-0.11
450,0.73,-0.46,10.41, -0.63,-0.31,-0.05
451,0.51,0.47,9.56, -0.54,-0.29,0.03
452,0.29,0.12,9.07, -0.45,-0.20,-0.04
453,0.76,0.22,9.58, -0.34,-0.17,-0.02
454,1.31,-0.75,10.10, -0.14,-0.08,-0.05
455,1.47,-1.00,10.25, 0.11,0.07,-0.08
456,1.13,-0.29,9.92, 0.27,0.16,-0.18
457,1.12,-0.51,9.57, 0.39,0.23,-0.20
458,1.44,-0.03,9.53, 0.44,0.28,-0.27
459,1.16,-0.53,10.00, 0.52,0.33,-0.36
460,0.70,0.17,9.92, 0.56,0.34,-0.44
461,0.83,1.06,9.33, 0.45,0.31,-0.40
462,0.51,-0.21,9.23, 0.42,0.29,-0.33
463,0.75,0.13,9.83, 0.46,0.30,-0.30
464,0.66,0.44,10.10, 0.42,0.29,-0.32
465,-0.32,0.99,10.17, 0.30,0.28,-0.11
466,1.10,0.60,10.05, 0.12,0.31,-0.06
467,1.25,1.12,10.86, -0.07,0.41,-0.17
468,1.19,0.46,11.10, -0.17,0.58,-0.24
469,1.53,0.22,10.75, -0.10,0.71,-0.19
470,0.75,0.19,10.79, -0.04,0.86,-0.18
471,0.79,-0.18,11.00, 0.07,0.94,-0.23
472,-0.32,0.14,10.78, 0.17,0.92,-0.24
473,-0.23,0.64,10.73, 0.24,0.84,-0.16
474,-0.27,0.69,11.40, 0.25,0.77,-0.15
475,-0.33,0.92,11.33, 0.26,0.64,-0.13
476,0.05,1.20,10.92, 0.20,0.56,-0.19
477,-0.11,1.67,10.95, 0.02,0.46,-0.26
478,-0.19,0.80,10.92, -0.11,0.35,-0.22
479,-0.61,0.26,11.73, -0.10,0.20,-0.21
