Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
95,0.40,-2.03,10.60, -0.07,0.06,-0.79
96,1.07,1.09,10.67, 0.02,0.02,0.05
97,-0.50,-1.08,10.54, 0.03,-0.07,0.15
98,0.65,0.40,10.77, -0.04,-0.13,0.09
99,0.34,-0.20,10.70, -0.05,-0.14,0.09
100,1.00,-0.45,10.75, -0.05,-0.15,0.05
101,1.06,-0.80,10.86, 0.01,-0.07,0.02
102,3.33,-0.80,11.68, 0.31,0.21,-1.25
103,1.70,7.73,10.86, 0.19,0.59,-2.69
104,-2.88,-2.53,10.10, 0.14,0.24,0.63
105,-0.00,0.04,10.47, 0.02,0.13,1.08
106,0.06,1.10,10.78, -0.03,-0.02,0.30
107,0.11,0.84,10.65, -0.15,-0.11,0.29
108,0.80,0.53,10.82, -0.21,-0.14,0.13
109,0.12,-0.31,10.72, -0.22,-0.17,-0.01
110,1.07,0.04,10.69, -0.22,-0.16,0.15
111,1.31,-0.18,10.72, -0.20,-0.11,0.27
112,1.21,-0.58,10.72, -0.15,-0.03,0.14
113,2.01,-0.74,10.86, -0.06,0.08,-0.25
114,1.52,-0.25,10.81, -0.01,0.25,-0.47
115,0.97,-0.82,10.68, 0.07,0.33,-0.41
116,-4.19,4.73,10.25, 0.02,0.07,-0.41
117,0.94,-0.08,11.31, -0.11,-0.27,0.72
118,0.51,0.51,10.62, -0.15,-0.20,0.07
119,0.49,-0.09,10.59, -0.22,-0.19,-0.17
120,0.99,-0.31,10.78, -0.14,-0.08,0.00
121,0.23,-0.60,11.25, -0.21,0.06,-0.37
122,-0.37,-1.23,10.40, -0.04,-0.08,-0.53
123,-0.33,-0.60,10.12, -0.06,-0.01,-0.35
124,0.54,-0.66,10.94, 0.01,0.04,-0.34
125,-0.76,0.83,10.74, -0.11,0.00,-0.14
126,-0.45,1.47,10.60, -0.23,-0.10,0.77
127,-0.33,-0.10,10.64, -0.32,-0.33,1.01
128,1.30,-0.44,10.53, -0.30,-0.31,0.73
129,2.57,-1.75,10.98, -0.18,-0.25,0.66
130,-2.50,-0.39,9.95, -0.21,-0.18,0.56
131,0.82,-0.85,10.74, -0.12,-0.43,-0.09
132,0.67,-0.17,10.70, -0.11,-0.38,-0.05
133,1.67,-0.64,10.58, -0.04,-0.31,-0.04
134,4.84,0.44,10.21, -0.06,-0.15,-0.09
135,1.24,-1.31,10.36, 0.01,-0.05,-0.03
136,1.48,-0.71,10.64, 0.08,0.03,-0.06
137,1.38,0.72,11.22, 0.04,0.01,-0.01
138,0.96,0.06,10.64, -0.03,-0.01,0.00
139,1.23,-0.00,10.66, -0.08,0.00,0.00
140,1.18,-0.33,10.62, -0.09,-0.00,0.00
141,1.53,-0.39,10.56, -0.11,0.02,0.01
142,1.33,-0.10,10.56, -0.11,0.03,0.04
143,0.85,-0.30,10.68, -0.10,0.03,0.01
144,0.88,-0.43,10.67, -0.08,0.00,0.01
145,0.90,-0.43,10.70, -0.06,-0.03,0.00
146,1.00,-0.38,10.64, -0.05,-0.06,-0.00
147,1.16,-0.31,10.59, -0.05,-0.08,-0.01
148,1.25,-0.27,10.58, -0.06,-0.04,-0.00
149,1.30,-0.22,10.62, -0.07,-0.02,-0.00
150,1.13,-0.27,10.66, -0.07,-0.03,-0.00
151,1.14,-0.28,10.64, -0.07,-0.02,0.00
152,1.12,-0.32,10.66, -0.07,-0.02,-0.00
153,1.31,-0.09,10.70, -0.08,-0.01,-0.00
154,1.24,-0.28,10.69, -0.09,0.00,0.00
155,1.19,-0.21,10.77, -0.09,-0.00,-0.00
156,1.09,-0.39,10.71, -0.08,-0.01,0.00
157,1.19,-0.37,10.59, -0.07,-0.01,0.00
158,1.16,-0.23,10.67, -0.06,-0.01,0.00
159,1.21,-0.32,10.60, -0.07,-0.02,-0.00
160,1.11,-0.23,10.68, -0.07,-0.02,0.00
161,1.05,-0.34,10.61, -0.07,-0.01,0.00
162,1.15,-0.23,10.59, -0.07,-0.01,0.00
163,1.22,-0.32,10.62, -0.07,-0.01,0.01
164,1.03,-0.29,10.65, -0.08,-0.01,0.03
165,1.24,-0.44,10.66, -0.07,-0.01,0.04
166,1.24,-0.33,10.64, -0.06,-0.01,0.06
167,1.17,-0.35,10.73, -0.07,-0.00,0.05
168,1.10,-0.24,10.62, -0.08,0.00,0.02
169,1.03,-0.20,10.69, -0.09,-0.01,0.01
170,1.07,-0.28,10.74, -0.08,-0.01,0.01
171,1.15,-0.26,10.70, -0.08,-0.01,-0.00
172,1.13,-0.29,10.70, -0.08,-0.02,0.00
173,1.32,-0.17,10.46, -0.08,0.04,-0.03
174,2.50,-0.22,10.71, -0.06,-0.02,0.02
175,0.26,-0.40,10.74, -0.06,-0.03,0.01
176,1.11,-0.15,10.64, -0.06,-0.04,0.00
177,1.31,-0.34,10.64, -0.06,-0.04,-0.00
178,1.10,-0.34,10.65, -0.05,-0.04,-0.00
179,1.24,-0.30,10.62, -0.05,-0.04,-0.00
180,1.24,-0.22,10.62, -0.05,-0.03,-0.00
181,1.16,-0.21,10.67, -0.05,-0.01,-0.00
182,1.30,-0.24,10.70, -0.08,-0.01,-0.00
183,1.18,-0.20,10.69, -0.09,-0.00,-0.00
184,1.21,-0.21,10.62, -0.10,0.01,0.01
185,1.15,-0.35,10.54, -0.09,0.01,0.01
186,-11.50,-0.56,9.57, -0.04,-0.20,0.15
187,-0.96,-1.24,10.60, -0.06,-0.05,-0.00
188,1.28,-0.41,10.72, -0.07,-0.02,0.00
189,1.36,-0.26,10.69, -0.05,-0.01,-0.00
190,0.83,-0.34,10.62, -0.04,-0.05,-0.00
191,1.13,-0.40,10.69, -0.03,-0.07,-0.00
192,1.19,-0.06,10.55, -0.03,-0.06,-0.01
193,1.56,0.09,10.83, -0.08,-0.04,0.01
194,1.50,-0.27,10.60, -0.06,-0.02,0.02
195,6.57,-1.13,11.21, -0.03,0.24,-0.94
196,-1.57,-0.33,11.38, -0.07,-0.09,-0.26
197,1.33,-0.11,10.52, -0.06,-0.01,-0.22
198,0.98,-0.59,10.69, -0.06,0.02,-0.19
199,0.97,-0.19,10.53, -0.04,0.02,0.19
200,1.34,-0.13,10.62, -0.04,-0.03,-0.18
201,-0.27,-0.27,10.56, -0.06,-0.11,0.15
202,0.40,-0.78,10.58, -0.16,-0.15,0.84
203,2.19,0.02,10.73, -0.07,-0.15,0.00
204,0.73,-1.41,10.28, -0.01,-0.14,-0.16
205,1.56,-0.13,10.37, -0.09,-0.07,-0.44
206,1.57,1.24,10.79, -0.10,0.01,-0.39
207,2.03,-0.85,10.70, -0.10,0.11,-0.20
208,2.88,-2.09,10.45, -0.04,0.19,-0.39
209,1.68,0.34,10.54, 0.07,0.22,-1.54
210,-0.91,0.64,10.53, -0.07,0.17,-0.03
211,-0.47,1.07,10.24, -0.30,-0.12,1.11
212,-1.34,0.10,10.22, -0.36,-0.38,1.03
213,2.18,3.57,12.99, 0.06,-0.53,1.90
214,2.19,-0.06,10.61, -0.22,-0.60,2.05
215,0.44,-1.89,10.44, -0.31,-0.40,1.24
216,-1.58,-4.30,9.67, -0.27,-0.05,0.05
217,0.97,-3.58,9.85, -0.22,0.27,-1.43
218,2.82,-0.78,10.54, -0.14,0.55,-1.87
219,2.31,0.00,10.77, 0.15,0.46,-1.25
220,3.57,0.74,13.65, 0.42,0.19,-0.05
221,-0.21,0.20,10.26, 0.21,-0.01,-0.77
222,-0.28,0.32,10.73, 0.12,-0.09,-0.06
223,-1.41,-0.67,10.41, 0.02,-0.20,0.03
224,1.81,0.70,10.47, -0.14,-0.27,0.18
225,2.92,-0.02,10.14, -0.22,0.01,0.10
226,0.08,0.34,10.62, -0.20,0.09,-0.02
227,1.54,-0.63,10.73, -0.15,0.02,0.01
228,0.77,-0.11,10.68, -0.10,0.04,0.01
229,-0.05,-0.27,10.58, -0.12,-0.11,0.09
230,3.20,-0.59,10.80, -0.12,-0.05,0.01
231,-0.08,0.66,10.25, -0.06,-0.47,0.52
232,2.71,0.68,10.74, -0.03,-0.23,1.21
233,3.51,-2.39,9.56, -0.06,0.08,0.70
234,1.75,-2.83,11.39, -0.03,0.28,-0.28
235,-3.74,7.90,9.36, 0.15,0.03,-2.06
236,0.37,-0.89,10.60, 0.03,0.06,-0.88
237,2.09,-0.28,10.41, -0.10,0.06,-0.34
238,0.40,-0.36,10.54, -0.11,0.06,-0.77
239,2.33,0.08,10.86, -0.05,0.12,-0.61
240,2.30,-0.06,11.02, 0.05,0.25,-0.82
241,2.06,-0.45,10.81, 0.08,0.40,-0.37
242,-0.52,0.28,10.55, 0.08,0.27,-0.14
243,-0.12,1.20,10.64, -0.10,0.10,0.58
244,1.09,-0.07,10.72, -0.16,0.04,0.58
245,-0.33,1.43,10.71, -0.31,-0.36,0.67
246,-0.19,0.92,10.56, -0.50,-0.51,1.21
247,3.99,-1.53,11.04, -0.38,-0.52,0.38
248,1.81,-0.99,10.00, -0.12,0.03,0.04
249,3.71,1.24,10.40, 0.10,0.14,-0.32
250,3.00,1.80,11.53, 0.05,-0.09,-1.09
251,2.31,1.32,10.57, -0.11,-0.12,0.07
252,-0.26,0.50,10.49, -0.15,-0.21,-0.03
253,2.57,0.07,11.01, -0.16,-0.18,0.09
254,0.97,-0.07,10.42, -0.08,-0.05,0.15
255,2.57,-0.95,10.58, -0.07,0.06,0.03
256,7.96,-1.60,10.66, 0.06,0.62,-0.51
257,3.11,-2.75,10.97, 0.26,0.92,-2.13
258,-4.50,1.98,10.25, 0.26,0.40,-0.44
259,0.02,0.68,10.55, 0.04,0.17,0.34
260,0.25,1.48,10.62, -0.14,-0.01,0.49
261,0.47,1.32,10.57, -0.39,-0.17,0.77
262,0.72,-0.30,10.57, -0.44,-0.19,0.83
263,0.45,-2.14,10.23, -0.27,-0.25,0.12
264,-2.25,-1.17,10.51, -0.12,-0.27,0.22
265,3.04,-0.30,10.94, -0.06,-0.08,0.01
266,-0.57,-1.06,10.20, 0.11,-0.06,-0.64
267,-2.06,-0.06,10.24, -0.08,-0.18,0.05
268,1.12,-0.07,10.30, -0.03,-0.21,-0.05
269,1.74,-0.43,10.37, 0.02,-0.31,-0.19
270,3.83,-0.35,11.03, -0.02,-0.30,0.05
271,1.99,0.24,10.64, -0.01,-0.23,0.14
272,2.49,0.07,10.68, -0.07,-0.11,0.05
273,2.98,-0.58,10.57, -0.06,0.09,-0.04
274,3.46,-1.75,9.88, 0.24,0.69,-0.97
275,-1.37,0.13,10.34, 0.22,0.45,-1.25
276,-2.43,2.54,10.64, -0.09,-0.10,0.26
277,1.44,1.28,10.79, -0.27,-0.32,0.77
278,2.13,1.52,10.40, -0.51,-0.24,1.34
279,0.99,-5.24,11.67, -0.41,-0.73,0.58
280,-2.81,1.07,11.29, -0.12,-0.39,1.14
281,1.87,-3.27,9.73, -0.12,-0.13,0.35
282,2.99,-2.70,9.39, -0.02,0.38,-0.74
283,-0.28,9.82,11.75, 0.16,0.16,-0.19
284,-2.22,1.13,10.63, -0.06,-0.16,-0.03
285,2.90,0.07,10.86, -0.00,0.16,-0.10
286,0.29,0.45,10.62, -0.13,-0.03,-0.09
287,1.13,-0.61,10.70, -0.15,-0.16,0.04
288,2.00,-0.63,10.69, -0.09,-0.07,-0.03
289,1.35,0.03,10.52, -0.09,-0.02,0.00
290,2.88,-0.33,10.55, -0.10,0.10,-0.01
291,0.79,-0.20,10.46, -0.06,0.29,-0.05
292,0.06,-0.11,10.75, -0.03,0.18,-0.01
293,0.31,0.54,10.69, -0.02,0.06,0.03
294,0.76,0.40,10.74, -0.10,0.04,0.01
295,-0.44,0.68,10.41, -0.19,-0.11,0.06
296,2.60,-0.41,10.14, -0.25,-0.30,0.11
297,2.60,-1.25,10.51, -0.18,-0.06,0.08
298,1.79,-1.78,10.26, -0.03,0.15,-0.02
299,0.77,1.36,11.07, 0.12,0.14,-0.88
300,-4.92,0.71,10.44, 0.12,-0.14,-0.79
301,-1.34,1.48,10.22, -0.08,-0.21,0.15
302,3.67,-0.52,10.69, -0.13,-0.05,0.00
303,-0.75,0.16,10.69, -0.23,-0.12,0.04
304,2.15,-0.77,10.80, -0.12,-0.16,0.02
305,1.67,-0.35,10.40, -0.07,-0.03,-0.03
306,2.46,-0.34,10.56, -0.06,0.10,-0.04
307,1.84,-0.05,10.66, -0.08,0.20,-0.07
308,0.66,-0.08,10.63, -0.08,0.14,0.00
309,-0.35,0.34,10.65, -0.13,-0.10,0.17
310,0.83,0.45,10.70, -0.16,-0.06,0.03
311,1.48,1.86,10.81, -0.13,-0.11,0.44
312,1.61,0.77,10.48, -0.05,-0.22,1.35
313,2.03,-2.64,10.69, -0.11,0.01,0.83
314,0.89,-4.25,10.17, 0.21,0.33,-0.27
315,0.05,3.28,12.45, 0.16,0.26,-1.38
316,-1.29,0.94,10.69, 0.01,-0.06,0.03
317,-0.43,-0.56,10.53, 0.04,-0.22,-0.12
318,2.09,1.61,12.26, -0.07,-0.46,-0.01
319,2.56,0.10,10.72, -0.15,-0.32,0.05
320,2.66,-0.61,10.53, -0.12,-0.21,0.17
321,2.42,-0.39,11.15, -0.13,-0.11,0.12
322,0.34,0.03,10.87, -0.05,-0.13,0.39
323,3.24,1.81,9.98, 0.11,-0.12,1.10
324,5.49,-2.49,10.06, -0.14,0.14,0.13
325,1.71,-0.40,10.82, -0.06,0.19,-0.10
326,1.86,0.50,12.09, -0.04,0.39,-0.58
327,1.60,0.51,10.64, 0.03,0.14,-0.98
328,0.77,0.51,10.52, -0.07,0.15,-0.82
329,-0.96,0.68,10.70, -0.17,0.03,-0.28
330,0.65,-0.26,10.77, -0.27,-0.13,0.23
331,4.16,-0.35,10.85, -0.25,-0.17,0.09
332,1.86,-0.68,10.31, -0.14,0.18,-0.14
333,3.02,-0.43,9.85, -0.12,0.02,-0.01
334,1.15,-3.50,10.47, 0.06,0.12,-0.19
335,0.81,0.34,10.44, 0.04,-0.04,-0.17
336,1.19,0.33,10.66, -0.03,-0.14,0.09
337,1.39,-0.03,10.70, -0.05,-0.07,0.03
338,0.12,0.12,10.57, -0.06,-0.16,0.06
339,1.10,-0.44,10.47, -0.01,-0.31,0.15
340,2.32,-1.15,10.48, -0.02,-0.10,-0.01
341,2.53,-0.23,10.79, 0.03,0.03,0.05
342,1.28,0.34,10.74, 0.02,0.17,-0.01
343,0.32,0.41,10.64, -0.07,0.09,0.01
344,0.28,0.23,10.61, -0.13,-0.07,0.00
345,1.09,0.66,10.62, -0.19,-0.18,0.00
346,1.45,-1.35,10.24, -0.24,-0.16,-0.11
347,2.23,-0.33,10.61, -0.18,-0.08,-0.05
348,2.08,-0.53,10.59, -0.13,0.01,0.03
349,2.06,-0.24,11.06, -0.12,0.15,-0.03
350,1.96,0.28,10.48, -0.09,0.28,-0.30
351,2.82,0.26,11.10, -0.17,0.50,-0.94
352,-9.25,-0.42,9.21, -0.25,0.07,-0.43
353,-0.75,1.07,11.30, -0.37,-0.44,0.39
354,4.06,-0.26,10.41, -0.22,-0.16,0.08
355,0.97,-0.43,10.89, 0.19,-0.35,1.06
356,1.23,-0.41,10.67, 0.29,-0.40,1.43
357,1.49,-0.96,10.96, 0.28,-0.27,1.39
358,2.56,-0.68,11.90, 0.21,-0.03,1.15
359,1.92,0.34,12.04, 0.16,-0.10,1.22
360,1.45,-0.26,11.73, 0.31,-0.35,1.02
361,1.60,-0.37,11.67, 0.44,-0.52,0.58
362,1.92,-0.38,11.90, 0.39,-0.44,0.10
363,2.03,-0.10,11.88, 0.26,-0.22,0.02
364,1.95,0.27,11.56, 0.06,-0.01,0.08
365,1.47,0.45,10.72, -0.24,0.11,-0.34
366,1.00,-0.67,10.46, -0.34,0.02,-0.53
367,1.97,-0.59,10.90, -0.42,0.15,-0.61
368,2.46,-0.76,10.78, -0.43,0.40,-0.95
369,1.92,-0.67,10.90, -0.31,0.52,-1.07
370,1.12,0.27,11.10, -0.24,0.41,-0.82
371,1.52,-0.65,11.06, -0.15,0.19,-0.58
372,2.33,-1.47,11.58, -0.10,0.19,-0.70
373,3.16,-2.32,11.55, -0.10,0.42,-0.97
374,2.90,-2.28,11.20, -0.17,0.61,-1.11
375,3.42,-1.68,10.86, -0.25,0.73,-0.73
376,3.01,-1.52,9.89, -0.28,0.72,-0.19
377,3.03,-1.99,9.53, -0.24,0.60,-0.32
378,3.35,-2.27,9.79, -0.18,0.50,-1.03
379,3.07,-1.91,9.90, -0.19,0.36,-1.30
380,2.79,-2.03,10.09, -0.31,0.12,-1.10
381,3.06,-1.83,10.73, -0.42,-0.09,-1.11
382,1.98,-1.21,10.70, -0.58,-0.43,-1.27
383,1.18,-1.09,10.47, -0.70,-0.98,-1.20
384,1.39,-1.01,10.99, -0.81,-1.40,-1.23
385,-0.97,-2.78,11.29, -0.85,-1.56,-1.19
386,-8.54,10.35,11.31, -1.38,-1.72,-2.27
387,-1.01,2.31,10.35, 0.07,-1.42,-2.81
388,1.98,2.60,11.13, 0.53,-0.57,-1.59
389,4.24,0.09,9.84, 0.56,0.46,-0.76
390,1.70,-0.98,9.93, 0.24,0.36,-0.86
391,1.10,-0.09,9.71, -0.45,-0.87,-1.35
392,2.49,0.56,10.75, -0.89,-1.36,-2.03
393,1.74,0.87,11.15, -0.77,-1.21,-2.04
394,2.29,0.20,11.06, -0.59,-0.81,-1.36
395,2.93,-0.57,9.88, -0.49,-0.09,-1.34
396,2.32,-0.79,9.86, -0.56,0.53,-1.64
397,2.66,0.12,10.76, -0.49,0.95,-1.70
398,1.93,0.79,11.01, -0.38,1.37,-1.46
399,1.41,0.79,10.65, -0.39,1.40,-1.12
400,1.03,1.31,11.02, -0.30,1.18,-0.97
401,1.44,1.27,11.36, -0.24,0.87,-1.02
402,1.25,1.74,11.72, -0.30,0.57,-1.12
403,3.40,0.34,11.10, -0.32,0.69,-0.71
404,3.39,-1.12,8.97, 0.06,1.04,-0.21
405,6.60,-2.90,6.39, 0.81,1.22,0.92
406,8.06,-0.50,5.29, 2.57,1.95,5.17
407,-3.00,20.23,12.16, 1.28,0.68,-0.24
408,3.94,-0.31,10.86, 0.43,0.86,-0.82
409,1.83,5.04,9.70, 0.24,0.84,-0.48
410,-1.17,4.79,11.00, -0.35,0.54,-1.32
411,2.12,2.17,9.38, -0.64,0.56,-1.31
412,-0.30,2.97,8.55, -0.82,0.53,-1.09
413,0.25,3.61,8.80, -1.02,0.31,-0.92
414,1.38,3.96,10.64, -1.22,0.08,-0.97
415,1.34,2.89,11.20, -1.20,0.13,-1.22
416,0.12,1.26,11.31, -0.69,0.14,-1.24
417,-0.06,0.78,11.45, 0.07,0.02,-0.94
418,0.41,2.34,10.83, 0.39,0.01,-1.03
419,0.23,2.44,9.61, 0.47,0.05,-1.31
420,-0.62,1.81,9.04, 0.56,-0.01,-1.33
421,-0.89,1.96,8.99, 0.64,-0.10,-1.20
422,-0.96,1.36,9.21, 0.51,-0.01,-1.25
423,-0.81,0.83,9.96, 0.44,0.17,-1.21
424,-1.52,-0.21,9.51, 0.36,0.26,-1.42
425,-2.04,-0.51,8.40, 0.37,-0.09,-1.40
426,-0.46,-2.17,8.91, 0.49,-0.29,-1.24
427,0.55,-2.64,9.13, 0.40,-0.11,-1.33
428,-1.69,-4.03,8.45, 0.40,-0.22,-1.28
429,-1.03,-4.44,9.24, 0.43,-0.66,-0.96
430,0.01,-3.11,9.39, 0.09,-0.90,-0.76
431,0.18,-5.01,10.83, -0.10,-0.90,-0.56
432,1.32,-4.63,12.40, -0.01,-0.89,-0.30
433,2.38,-3.50,13.18, 0.05,-0.54,-0.22
434,1.65,-2.48,12.81, -0.19,-0.16,-0.55
435,-0.59,-3.55,12.31, -0.38,-0.16,-0.32
436,20.21,-2.49,2.99, -1.55,-0.88,1.10
437,5.12,-4.00,6.96, -2.13,-0.04,-1.48
438,2.32,-2.13,11.11, -1.27,0.08,-0.02
439,-2.97,-1.55,14.94, -1.10,-0.05,0.03
440,0.66,-1.39,9.46, -0.76,-0.13,0.01
441,0.51,-2.02,11.16, -0.58,-0.18,-0.24
442,0.12,-3.01,10.48, -0.31,-0.26,-0.03
443,-0.02,-0.56,10.48, -0.17,-0.59,0.52
444,-0.49,-0.18,9.97, -0.42,-0.95,0.61
445,3.96,1.14,8.55, 0.33,-0.24,0.23
446,1.59,0.07,10.89, -0.11,-0.01,0.05
447,0.73,-1.49,10.05, -0.18,0.16,-0.35
448,-0.12,0.04,10.40, 0.11,-0.03,0.18
449,0.86,0.17,10.43, -0.05,-0.02,-0.02
450,1.52,-0.13,10.54, -0.21,-0.01,-0.04
451,0.74,0.16,10.67, -0.39,0.04,-0.21
452,2.41,-1.74,10.64, -0.35,-0.02,-0.22
453,-0.06,-2.73,10.32, -0.19,0.14,-0.10
454,1.47,-2.91,10.36, 0.02,-0.14,-0.06
455,-0.43,1.31,10.39, 0.03,-0.11,0.01
456,2.61,-0.48,10.45, -0.03,0.04,0.02
457,1.52,0.03,10.71, -0.18,-0.01,-0.02
458,0.79,-0.27,10.98, -0.20,0.14,-0.00
459,1.18,-2.51,10.47, -0.04,-0.11,-0.04
460,0.05,1.13,10.68, 0.01,-0.07,-0.02
461,3.13,-1.00,10.67, -0.05,0.00,0.02
462,0.65,0.61,10.54, -0.19,0.00,-0.02
463,0.15,-2.19,10.63, -0.11,0.06,0.03
464,1.75,-0.91,10.53, 0.03,-0.12,-0.01
465,1.18,0.47,10.83, -0.04,-0.03,0.01
466,2.33,-0.46,10.59, -0.11,0.03,0.01
467,0.09,-0.87,10.40, -0.19,0.03,-0.02
468,0.85,-2.04,10.70, 0.03,-0.03,0.01
469,2.25,-0.23,10.57, -0.06,-0.07,-0.02
470,0.98,0.43,10.58, -0.12,0.02,0.00
471,0.96,-1.72,10.48, -0.15,0.05,0.00
472,0.68,-1.34,10.60, 0.01,-0.09,-0.01
473,1.50,0.17,10.59, -0.04,-0.03,0.00
474,1.78,-0.18,10.51, -0.13,0.03,0.00
475,0.40,-1.70,10.63, -0.12,-0.00,0.01
476,1.19,-0.43,10.72, 0.02,-0.06,0.01
477,1.99,-0.17,10.64, -0.08,-0.03,0.00
478,0.89,-0.05,10.61, -0.15,0.04,-0.01
479,0.97,-1.97,10.63, -0.03,-0.04,0.01
480,1.39,0.27,10.70, -0.05,-0.06,-0.02
