Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
230,1.50,1.51,13.24, 0.14,-0.64,-1.46
231,3.84,-1.94,10.99, 0.00,-0.55,-1.83
232,5.64,-0.72,8.36, 0.15,-0.45,-0.13
233,8.63,0.90,10.55, -0.25,0.54,-1.58
234,3.44,-3.21,10.67, -0.05,0.84,-1.77
235,2.09,-0.51,10.65, 0.07,0.54,-1.48
236,1.67,-1.43,10.49, 0.29,0.12,-1.72
237,3.43,-0.15,9.51, 0.42,-0.05,-1.99
238,0.62,1.38,9.98, 0.28,-0.25,-2.05
239,2.86,3.02,9.92, -0.08,-0.39,-1.66
240,7.29,2.72,10.15, -0.41,0.08,-0.73
241,6.59,1.27,10.53, -0.68,0.99,-1.07
242,-0.66,-0.45,9.88, -0.60,1.02,-1.47
243,-6.19,2.37,9.90, -0.22,-0.23,-1.30
244,-0.53,2.45,8.08, 0.09,-1.22,-1.92
245,2.87,-0.47,10.42, 0.51,-0.49,-2.11
246,-4.80,4.98,10.89, 0.48,-0.23,-2.20
247,-4.64,5.84,10.43, -0.22,-1.01,-1.63
248,0.14,3.65,9.27, -1.01,-1.23,-1.27
249,2.07,1.19,12.84, -1.14,-0.38,-1.59
250,-5.69,1.56,10.90, -1.14,-0.01,-1.25
251,-8.50,3.55,11.68, -1.50,-1.21,-0.86
252,-3.06,-1.39,13.46, -1.59,-1.67,-0.14
253,0.87,-3.73,12.78, -0.94,-1.14,-0.07
254,-3.66,0.13,10.30, -0.50,-0.94,-0.43
255,-1.23,2.28,11.50, -1.17,-1.11,-0.38
256,-0.14,-1.57,11.95, -1.08,-0.79,-0.14
257,1.72,-3.05,11.15, -0.22,-0.01,-0.15
258,2.17,-1.16,10.25, 0.28,0.82,-0.26
259,-0.12,0.57,10.04, 0.12,1.38,-0.41
260,-2.65,-0.28,11.69, -0.06,1.17,-0.59
261,-4.58,0.38,11.34, -0.12,0.47,-0.53
262,-2.55,2.58,10.82, -0.47,-0.23,-0.38
263,0.08,0.52,10.38, -0.86,-0.15,-0.54
264,-0.15,-1.08,11.24, -0.68,-0.18,-0.30
265,-0.12,-1.36,12.25, -0.20,-0.15,-0.10
266,0.46,-1.23,11.34, 0.18,0.06,-0.12
267,0.32,1.04,10.50, 0.08,0.20,-0.27
268,-0.18,0.61,10.60, -0.18,0.15,-0.49
269,-0.49,-1.47,11.04, -0.03,0.09,-0.36
270,1.61,-0.18,10.30, 0.16,0.22,-0.36
271,0.45,-0.33,9.55, 0.12,0.39,-0.28
272,0.22,0.81,10.09, -0.08,0.24,-0.21
273,-1.00,-0.71,10.96, -0.06,-0.01,0.14
274,1.65,-0.91,11.13, 0.14,-0.02,0.12
275,1.83,-0.67,10.81, 0.24,0.23,-0.23
276,0.71,0.53,10.55, 0.14,0.24,-0.57
277,-0.49,1.02,10.98, -0.02,0.03,-0.55
278,0.08,0.57,10.84, -0.09,-0.03,-0.51
279,0.41,-0.00,10.26, -0.02,-0.05,-0.18
280,1.77,0.08,10.27, 0.07,0.22,-0.31
281,1.15,0.45,10.31, 0.07,0.40,-0.71
282,0.10,0.58,10.73, -0.03,0.41,-1.46
283,-0.93,0.41,10.32, -0.09,0.22,-1.33
284,0.10,1.54,9.92, -0.29,0.06,-1.36
285,1.18,-0.47,9.85, -0.38,0.19,-1.86
286,0.68,-0.23,10.53, -0.29,0.50,-2.07
287,-0.69,0.59,9.84, -0.31,0.37,-1.72
288,-1.26,0.92,11.01, -0.49,0.06,-1.60
289,-0.16,0.06,11.45, -0.54,-0.28,-1.24
290,0.33,-0.74,10.94, -0.38,-0.48,-1.10
291,0.52,-0.38,10.95, -0.27,-0.55,-1.04
292,1.12,0.01,10.97, -0.18,-0.48,-0.89
293,1.29,0.07,10.80, -0.11,-0.28,-0.59
294,1.51,0.24,10.45, -0.17,-0.01,-0.54
295,0.59,-0.97,10.92, -0.20,0.13,-0.74
296,0.27,-1.55,11.50, 0.04,0.01,-0.76
297,0.43,-0.27,11.12, 0.31,-0.06,-0.58
298,0.61,0.98,10.34, 0.24,-0.05,-0.27
299,1.15,1.19,10.67, -0.08,0.01,-0.42
300,0.86,0.24,10.75, -0.19,0.05,-0.23
301,0.21,-0.59,10.96, 0.01,0.04,-0.02
302,0.22,0.63,10.62, 0.11,0.04,0.20
303,1.43,0.73,10.41, -0.12,0.10,0.14
304,0.72,-0.56,11.00, -0.20,0.03,0.01
305,0.28,-0.75,11.01, 0.02,-0.14,0.11
306,0.59,0.54,10.94, 0.11,-0.15,0.29
307,1.20,0.79,9.97, -0.03,-0.00,0.36
308,1.39,0.05,10.35, -0.21,0.15,0.19
309,0.19,-0.36,10.83, -0.13,0.11,0.22
310,0.07,-0.03,10.54, 0.00,0.00,0.43
311,-0.00,0.91,10.20, -0.10,-0.12,0.46
312,1.07,0.33,10.50, -0.33,-0.15,0.41
313,0.91,-0.57,10.83, -0.30,-0.11,0.35
314,0.47,0.26,10.72, -0.19,-0.13,0.59
315,0.54,-0.09,10.55, -0.24,-0.12,0.76
316,0.75,-0.46,10.68, -0.31,-0.13,0.64
317,0.42,-0.83,10.93, -0.28,-0.16,0.51
318,0.57,-0.87,10.58, -0.09,-0.20,0.62
319,1.19,-0.36,10.44, -0.02,-0.04,0.62
320,0.69,0.20,10.44, -0.09,0.13,0.63
321,0.60,-0.31,10.63, -0.11,0.07,0.64
322,0.00,-0.81,10.63, -0.05,-0.13,0.83
323,1.05,-0.28,10.71, -0.07,-0.24,0.79
324,0.79,-0.42,10.82, -0.14,-0.21,0.86
325,0.33,-0.38,10.74, -0.09,-0.19,0.83
326,1.18,0.43,10.52, -0.11,-0.22,0.95
327,1.53,-0.36,10.43, -0.22,-0.13,1.01
328,0.58,-0.24,10.69, -0.23,-0.16,0.94
329,1.00,-0.91,10.91, -0.14,-0.06,0.96
330,1.38,-1.62,10.89, 0.16,0.14,1.01
331,1.64,-0.51,10.89, 0.36,0.46,0.83
332,0.03,0.29,10.57, 0.29,0.50,0.70
333,-0.80,0.54,10.57, 0.11,0.22,0.69
334,-0.28,0.22,10.70, -0.08,-0.03,0.54
335,-1.00,-0.24,10.83, -0.17,-0.33,0.68
336,1.82,-0.70,10.68, -0.13,-0.38,0.58
337,1.50,-0.69,10.77, -0.10,-0.09,0.31
338,0.47,-0.32,10.65, -0.06,-0.07,0.20
339,0.82,-0.31,10.50, -0.05,-0.14,0.26
340,1.41,-0.43,10.58, -0.06,-0.07,0.17
341,1.31,-0.59,10.73, 0.02,0.07,0.05
342,0.71,-0.03,10.69, 0.06,0.11,0.06
343,-0.21,-0.05,10.59, 0.00,0.00,0.21
344,0.45,-0.22,10.89, -0.08,-0.10,0.25
345,0.92,-0.36,10.81, -0.08,-0.12,0.12
346,1.03,-0.42,10.83, -0.09,-0.06,-0.02
347,0.77,-0.91,11.07, 0.01,0.01,-0.10
348,-0.67,-0.62,10.98, 0.10,-0.02,0.06
349,-0.48,0.46,11.06, 0.04,-0.14,0.29
350,0.43,-0.30,10.80, 0.04,-0.10,0.24
351,0.10,-0.38,10.82, 0.14,-0.01,0.09
352,-1.06,0.37,10.57, 0.15,-0.08,0.23
353,-0.35,0.75,10.66, 0.02,-0.22,0.50
354,0.73,-0.19,10.68, 0.05,-0.20,0.51
355,0.42,-0.35,10.69, 0.11,-0.11,0.39
356,-0.65,0.22,11.03, 0.12,-0.18,0.41
357,-0.06,0.37,10.99, 0.06,-0.26,0.56
358,-0.09,-0.42,10.86, 0.08,-0.26,0.60
359,-0.61,-0.80,10.99, 0.19,-0.26,0.57
360,-0.98,0.21,10.76, 0.23,-0.26,0.60
361,-1.74,0.89,10.63, 0.20,-0.35,0.74
362,-1.51,0.58,10.24, 0.13,-0.35,0.88
363,-1.25,-0.00,10.44, 0.14,-0.32,1.07
364,-0.96,0.25,10.46, 0.25,-0.25,1.10
365,-1.63,0.64,10.10, 0.27,-0.33,1.16
366,-1.70,0.69,9.99, 0.23,-0.41,1.29
367,-0.53,0.22,9.68, 0.20,-0.36,1.39
368,-0.36,0.53,9.21, 0.27,-0.19,1.45
369,-1.94,1.08,9.27, 0.19,-0.11,1.56
370,-2.02,1.48,9.04, 0.16,-0.24,1.77
371,-0.54,2.55,8.62, 0.14,-0.21,1.97
372,-0.30,2.21,8.45, -0.01,-0.06,2.08
373,-0.44,0.66,9.16, -0.06,-0.05,2.29
374,1.47,-0.29,9.16, 0.10,0.01,2.35
375,3.39,0.25,8.54, 0.25,0.39,2.12
376,0.78,0.81,8.08, 0.40,0.47,1.96
377,-0.55,3.03,8.58, 0.25,0.33,2.05
378,1.08,-0.17,9.90, 0.04,-0.03,2.11
379,5.28,-0.74,10.63, 0.04,0.31,1.71
380,1.84,-1.24,9.28, 0.44,0.55,1.42
381,-2.30,1.14,8.40, 0.77,0.33,1.67
382,-1.14,2.14,8.90, 0.30,-0.11,2.04
383,4.86,-0.64,10.43, -0.14,0.15,2.06
384,5.84,-2.27,10.98, -0.06,0.87,1.90
385,0.88,-1.81,10.74, 0.29,1.02,1.60
386,0.08,-0.53,10.07, 0.45,0.69,1.61
387,-0.35,-0.43,10.31, 0.37,0.50,1.68
388,1.56,-0.57,11.66, 0.32,0.64,1.55
389,2.46,-0.62,10.83, 0.32,1.01,1.02
390,-0.42,-0.03,10.51, 0.22,0.91,0.62
391,-0.64,-1.03,11.15, 0.26,0.46,0.81
392,-0.43,-0.44,11.52, 0.51,0.46,0.91
393,-3.43,2.17,11.07, 0.38,0.30,0.65
394,-2.82,2.24,11.03, -0.15,-0.41,0.35
395,0.73,0.79,11.10, -0.48,-0.81,0.56
396,3.45,-2.41,10.10, -0.29,-0.50,0.90
397,1.97,-1.43,10.72, 0.09,0.18,0.88
398,0.77,0.28,12.40, -0.07,0.60,0.70
399,1.65,-1.87,12.68, -0.09,0.90,0.69
400,4.92,-4.33,11.72, 0.47,1.70,0.39
401,1.75,-3.26,11.47, 0.88,2.66,-0.38
402,-9.23,0.93,14.18, 0.37,1.80,-0.42
403,-10.54,2.11,15.11, -0.57,-0.40,0.24
404,-2.21,-3.26,12.71, -0.94,-1.88,0.60
405,1.27,-3.59,11.14, -0.64,-1.75,0.45
406,2.43,-2.38,9.64, -0.47,-1.06,0.26
407,0.08,-0.75,10.13, -0.61,-0.51,0.32
408,-0.54,-1.47,11.96, -0.80,-0.32,0.41
409,0.70,-2.27,12.36, -0.60,-0.00,0.28
410,-0.81,-0.86,11.43, -0.45,0.12,0.14
411,-1.36,-0.08,11.18, -0.56,-0.10,0.24
412,-1.24,-1.03,10.72, -0.51,-0.27,0.37
413,-0.66,-0.10,11.08, -0.53,-0.30,0.39
414,-0.55,-0.51,10.71, -0.66,-0.41,0.43
415,5.85,-0.32,10.74, -0.13,-1.12,0.28
416,1.97,-2.97,9.75, -0.01,-0.50,0.04
417,-0.16,-0.04,10.98, 0.07,-0.78,-0.01
418,1.64,-1.35,10.24, 0.17,-0.92,0.19
419,6.64,3.71,13.17, -0.10,0.04,0.27
420,-0.47,-0.91,11.01, 0.08,0.12,0.05
421,-0.41,-0.74,10.60, -0.10,-0.02,-0.08
422,1.01,0.18,10.68, -0.13,-0.04,-0.02
423,1.35,0.06,10.61, -0.08,0.05,0.02
424,-0.22,-0.13,10.55, -0.08,0.03,0.01
425,2.10,-0.81,10.11, 0.10,0.13,0.72
426,-1.92,-0.65,8.35, 0.10,-0.04,0.41
427,-0.49,1.55,10.34, -0.18,0.01,-0.08
428,0.22,1.50,11.15, -0.22,-0.23,-0.00
429,2.02,-0.64,10.58, -0.06,-0.09,0.01
430,1.28,-1.45,10.46, 0.03,0.15,-0.00
431,-1.02,-0.30,10.58, 0.02,0.03,0.02
432,-0.61,1.01,10.63, -0.17,-0.06,-0.01
433,1.83,-1.78,10.79, -0.14,-0.19,0.05
434,1.81,-0.68,10.52, -0.07,0.02,0.01
435,1.04,-0.33,10.86, 0.04,0.18,0.01
436,-0.37,1.62,10.57, -0.04,-0.02,0.01
437,-1.52,-0.01,10.94, -0.20,-0.16,0.00
438,1.98,0.07,10.66, -0.10,-0.06,0.02
439,2.10,-0.69,10.68, 0.01,0.12,0.01
440,-1.25,0.11,10.63, -0.01,-0.02,0.05
441,-1.32,0.23,10.95, -0.21,-0.11,-0.01
442,2.12,0.35,10.41, -0.09,-0.04,0.01
443,0.31,0.46,10.74, 0.04,0.10,0.05
444,-0.56,0.82,10.64, -0.10,-0.06,0.00
445,1.13,-1.77,10.81, -0.11,-0.11,0.02
446,1.78,-0.81,10.61, -0.05,0.09,-0.02
447,-0.47,1.04,10.62, -0.04,0.02,-0.02
448,-0.30,-0.49,10.55, -0.16,-0.11,-0.04
449,2.08,-0.48,10.55, -0.07,0.02,-0.01
450,-0.58,0.88,10.76, -0.02,0.04,0.00
451,-0.03,0.45,10.85, -0.16,-0.10,-0.02
452,2.03,-0.36,10.44, -0.06,-0.00,-0.00
453,-0.38,0.24,10.75, -0.02,0.04,0.00
454,-0.36,0.37,10.64, -0.14,-0.08,-0.03
455,2.13,-0.48,10.60, -0.07,0.01,-0.01
456,-0.28,0.89,10.77, -0.04,0.02,0.00
457,0.44,-0.28,10.74, -0.13,-0.10,0.00
458,1.66,-0.62,10.66, -0.05,0.03,-0.01
459,-0.43,0.83,10.86, -0.06,0.01,-0.00
460,0.79,-0.34,10.75, -0.12,-0.08,-0.00
461,1.16,-0.55,10.68, -0.04,0.04,-0.00
462,-0.56,0.66,10.73, -0.07,-0.01,-0.00
463,0.96,-0.63,10.64, -0.10,-0.07,0.00
464,0.75,-0.44,10.70, -0.04,0.05,-0.00
465,-0.40,0.58,10.66, -0.09,-0.04,-0.00
466,1.19,-0.60,10.59, -0.09,-0.05,-0.00
467,0.35,-0.21,10.73, -0.04,0.04,0.00
468,-0.12,0.34,10.78, -0.10,-0.05,0.00
469,1.32,-0.60,10.69, -0.07,-0.01,-0.00
470,-0.11,0.23,10.72, -0.05,0.02,0.00
471,0.42,-0.09,10.69, -0.11,-0.06,-0.00
472,1.09,-0.46,10.67, -0.06,0.01,-0.00
473,-0.18,0.33,10.73, -0.07,-0.00,-0.00
474,0.67,-0.27,10.71, -0.10,-0.05,-0.00
475,0.84,-0.30,10.63, -0.05,0.02,-0.00
476,-0.12,0.32,10.80, -0.08,-0.02,-0.00
477,0.94,-0.36,10.54, -0.09,-0.04,-0.00
478,0.53,-0.16,10.74, -0.05,0.02,-0.00
479,0.07,0.22,10.63, -0.09,-0.04,0.00
480,1.16,-0.60,10.63, -0.08,-0.01,-0.01
481,0.19,0.24,10.78, -0.08,0.02,-0.02
482,0.60,0.15,10.73, -0.10,-0.05,-0.00
483,1.00,-0.47,10.58, -0.06,0.01,-0.00
484,0.18,0.37,10.78, -0.09,-0.00,-0.01
485,0.83,0.07,10.69, -0.09,-0.04,0.00
486,0.53,-0.28,10.65, -0.06,0.01,-0.00
487,0.18,0.12,10.64, -0.09,-0.02,-0.00
488,0.83,-0.16,10.71, -0.08,-0.03,0.00
489,0.49,-0.23,10.74, -0.05,0.00,0.00
490,0.23,0.10,10.66, -0.09,-0.03,-0.00
491,0.81,-0.33,10.71, -0.07,-0.02,0.00
492,0.16,-0.05,10.76, -0.06,-0.00,0.00
493,0.39,-0.08,10.68, -0.09,-0.04,-0.00
494,0.81,-0.15,10.69, -0.06,0.00,-0.00
495,0.17,0.11,10.77, -0.07,-0.02,0.00
496,0.66,-0.30,10.67, -0.08,-0.03,-0.00
497,0.49,-0.24,10.66, -0.06,-0.00,-0.00
498,0.29,-0.03,10.68, -0.08,-0.03,-0.00
499,0.74,-0.32,10.62, -0.08,-0.02,-0.00
500,0.35,-0.04,10.74, -0.07,-0.00,-0.00
501,0.39,-0.10,10.75, -0.08,-0.03,0.00
502,0.60,-0.24,10.67, -0.07,-0.01,-0.00
503,0.35,-0.01,10.67, -0.07,-0.01,-0.00
504,0.56,-0.16,10.68, -0.08,-0.02,-0.00
505,0.57,-0.10,10.76, -0.07,-0.01,-0.00
506,0.34,-0.03,10.71, -0.08,-0.02,-0.00
507,0.46,-0.50,10.61, -0.07,-0.02,-0.00
508,0.20,-0.50,10.74, -0.07,-0.01,-0.01
509,0.33,-0.21,10.62, -0.09,-0.02,-0.00
510,0.61,-0.33,10.62, -0.07,-0.01,-0.00
511,0.26,-0.20,10.72, -0.08,-0.01,-0.00
512,0.62,-0.01,10.63, -0.09,-0.02,-0.00
513,0.66,-0.01,10.70, -0.07,-0.01,-0.00
514,0.42,-0.04,10.65, -0.08,-0.02,-0.00
515,0.64,-0.09,10.64, -0.08,-0.02,-0.00
516,0.53,-0.03,10.75, -0.07,-0.01,-0.00
517,0.36,-0.11,10.71, -0.08,-0.02,0.00
518,0.64,-0.17,10.65, -0.07,-0.01,-0.00
519,0.48,-0.11,10.69, -0.07,-0.01,-0.00
520,0.52,-0.17,10.68, -0.08,-0.02,-0.00
521,0.50,-0.07,10.69, -0.07,-0.01,-0.00
522,0.46,-0.00,10.76, -0.08,-0.01,-0.00
523,0.59,-0.01,10.72, -0.08,-0.02,0.00
524,0.61,-0.06,10.66, -0.07,-0.02,-0.00
525,0.40,-0.04,10.70, -0.07,-0.02,-0.00
526,0.57,-0.14,10.65, -0.07,-0.02,0.00
527,0.43,-0.12,10.62, -0.07,-0.02,0.00
528,0.41,-0.19,10.67, -0.08,-0.02,-0.00
529,0.49,-0.15,10.74, -0.07,-0.02,-0.00
530,0.43,-0.10,10.73, -0.07,-0.01,-0.00
531,0.52,-0.10,10.65, -0.08,-0.02,-0.00
