Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
127,0.85,-0.45,10.69, -0.07,-0.02,0.01
128,0.92,-0.51,10.59, -0.07,-0.02,0.01
129,0.94,-0.47,10.67, -0.07,-0.02,0.01
130,0.98,-0.42,10.65, -0.07,-0.01,0.01
131,0.87,-0.50,10.61, -0.07,-0.01,0.01
132,0.85,-0.48,10.68, -0.07,-0.02,0.01
133,0.91,-0.46,10.72, -0.07,-0.02,0.01
134,0.92,-0.48,10.57, -0.07,-0.01,0.01
135,0.88,-0.45,10.66, -0.07,-0.01,0.01
136,0.85,-0.50,10.73, -0.07,-0.02,0.01
137,0.93,-0.52,10.73, -0.07,-0.02,0.01
138,1.00,-0.51,10.71, -0.07,-0.01,0.01
139,0.89,-0.52,10.67, -0.07,-0.01,0.00
140,0.78,-0.44,10.67, -0.07,-0.01,0.01
141,0.86,-0.46,10.80, -0.07,-0.02,0.01
142,0.91,-0.44,10.61, -0.07,-0.02,0.01
143,0.88,-0.58,10.54, -0.07,-0.02,0.01
144,0.89,-0.47,10.64, -0.07,-0.02,0.01
145,0.93,-0.57,10.75, -0.07,-0.02,0.01
146,0.91,-0.45,10.66, -0.07,-0.02,0.01
147,0.85,-0.52,10.66, -0.07,-0.02,0.01
148,0.81,-0.52,10.69, -0.07,-0.02,0.01
149,0.99,-0.38,10.68, -0.07,-0.01,0.01
150,0.91,-0.62,10.70, -0.07,-0.02,0.01
151,0.85,-0.40,10.65, -0.08,-0.02,0.00
152,0.81,-0.45,10.60, -0.07,-0.02,0.01
153,0.90,-0.62,10.66, -0.07,-0.02,0.01
154,1.02,-0.51,10.63, -0.07,-0.02,0.00
155,0.85,-0.47,10.64, -0.06,-0.01,0.01
156,0.80,-0.48,10.71, -0.07,-0.02,0.01
157,0.98,-0.39,10.66, -0.08,-0.03,0.00
158,0.83,-0.48,10.68, -0.07,-0.02,0.01
159,0.96,-0.52,10.72, -0.07,-0.01,0.01
160,0.75,-0.41,10.78, -0.07,-0.01,0.01
161,0.80,-0.50,10.67, -0.07,-0.03,0.01
162,0.97,-0.50,10.70, -0.07,-0.02,0.01
163,0.99,-0.37,10.64, -0.07,-0.01,0.01
164,0.77,-0.46,10.62, -0.07,-0.02,0.01
165,0.85,-0.44,10.72, -0.07,-0.02,0.01
166,0.93,-0.46,10.73, -0.07,-0.02,0.01
167,0.78,-0.45,10.74, -0.07,-0.01,0.01
168,0.88,-0.40,10.61, -0.07,-0.01,0.01
169,0.99,-0.45,10.66, -0.07,-0.02,0.01
170,0.90,-0.50,10.72, -0.07,-0.02,0.01
171,0.90,-0.47,10.63, -0.07,-0.01,0.01
172,0.79,-0.46,10.62, -0.07,-0.01,0.01
173,0.85,-0.45,10.69, -0.07,-0.02,0.00
174,0.88,-0.45,10.68, -0.07,-0.01,0.01
175,0.76,-0.47,10.57, -0.07,-0.02,0.01
176,0.98,-0.51,10.67, -0.07,-0.02,0.01
177,0.91,-0.55,10.72, -0.07,-0.02,0.01
178,0.88,-0.44,10.75, -0.07,-0.01,0.01
179,0.82,-0.45,10.75, -0.07,-0.01,0.01
180,0.84,-0.45,10.65, -0.07,-0.02,0.01
181,0.91,-0.51,10.74, -0.07,-0.02,0.01
182,0.95,-0.53,10.68, -0.07,-0.01,0.01
183,0.83,-0.47,10.70, -0.07,-0.01,0.01
184,0.90,-0.52,10.65, -0.07,-0.02,0.01
185,0.85,-0.45,10.65, -0.07,-0.02,0.01
186,0.96,-0.47,10.74, -0.07,-0.01,0.01
187,0.91,-0.48,10.66, -0.07,-0.01,0.01
188,0.91,-0.53,10.66, -0.07,-0.02,0.01
189,0.92,-0.51,10.63, -0.08,-0.02,0.01
190,0.94,-0.53,10.70, -0.07,-0.01,0.01
191,0.90,-0.49,10.63, -0.07,-0.01,0.01
192,0.88,-0.43,10.59, -0.07,-0.02,0.01
193,0.90,-0.49,10.68, -0.07,-0.02,0.01
194,0.97,-0.50,10.72, -0.07,-0.01,0.01
195,0.89,-0.47,10.70, -0.07,-0.01,0.01
196,0.78,-0.54,10.73, -0.07,-0.02,0.01
197,0.88,-0.44,10.69, -0.07,-0.02,0.01
198,0.93,-0.46,10.71, -0.07,-0.02,0.01
199,0.82,-0.47,10.61, -0.07,-0.01,0.00
200,0.86,-0.39,10.66, -0.07,-0.02,0.01
201,0.91,-0.51,10.69, -0.07,-0.02,0.01
202,1.03,-0.51,10.71, -0.07,-0.02,0.01
203,0.92,-0.44,10.62, -0.07,-0.01,0.01
204,0.90,-0.42,10.60, -0.07,-0.02,0.01
205,0.90,-0.44,10.67, -0.07,-0.02,0.01
206,0.91,-0.42,10.70, -0.07,-0.01,0.01
207,0.86,-0.55,10.71, -0.07,-0.01,0.01
208,0.82,-0.48,10.68, -0.07,-0.02,0.01
209,0.93,-0.44,10.63, -0.07,-0.02,0.01
210,0.94,-0.55,10.70, -0.07,-0.01,0.01
211,0.90,-0.49,10.68, -0.07,-0.02,0.01
212,0.92,-0.50,10.67, -0.07,-0.02,0.01
213,0.95,-0.44,10.67, -0.07,-0.02,0.01
214,0.87,-0.45,10.71, -0.07,-0.02,0.01
215,0.89,-0.44,10.61, -0.07,-0.02,0.00
216,0.87,-0.41,10.69, -0.07,-0.01,0.01
217,0.82,-0.45,10.72, -0.07,-0.02,0.01
218,0.83,-0.51,10.67, -0.07,-0.02,0.01
219,0.90,-0.42,10.73, -0.07,-0.02,0.01
220,0.88,-0.49,10.65, -0.07,-0.01,0.01
221,0.93,-0.46,10.67, -0.07,-0.02,0.01
222,0.91,-0.42,10.58, -0.07,-0.02,0.01
223,0.88,-0.48,10.63, -0.07,-0.02,0.01
224,0.86,-0.52,10.67, -0.07,-0.02,0.01
225,0.83,-0.41,10.71, -0.07,-0.02,0.01
226,0.89,-0.39,10.66, -0.07,-0.02,0.01
227,0.86,-0.46,10.74, -0.07,-0.02,0.01
228,0.96,-0.49,10.72, -0.07,-0.01,0.01
229,0.87,-0.53,10.62, -0.08,-0.01,0.01
230,0.87,-0.46,10.67, -0.07,-0.02,0.01
231,0.86,-0.49,10.69, -0.07,-0.02,0.01
232,0.90,-0.49,10.72, -0.07,-0.02,0.01
233,0.98,-0.41,10.62, -0.07,-0.02,0.00
234,0.84,-0.45,10.69, -0.07,-0.01,0.01
235,0.93,-0.50,10.67, -0.07,-0.02,0.00
236,0.88,-0.44,10.65, -0.07,-0.01,0.01
237,0.84,-0.50,10.69, -0.07,-0.02,0.01
238,0.89,-0.51,10.67, -0.07,-0.02,0.01
239,0.96,-0.40,10.63, -0.07,-0.02,0.01
240,0.90,-0.53,10.67, -0.07,-0.02,0.01
241,0.88,-0.49,10.70, -0.07,-0.02,0.01
242,0.85,-0.47,10.65, -0.07,-0.02,0.01
243,0.86,-0.50,10.65, -0.07,-0.02,0.01
244,0.87,-0.45,10.64, -0.07,-0.02,0.01
245,0.84,-0.49,10.68, -0.07,-0.01,0.01
246,0.89,-0.53,10.69, -0.07,-0.02,0.01
247,0.90,-0.43,10.71, -0.07,-0.02,0.01
248,0.86,-0.57,10.75, -0.07,-0.02,0.01
249,0.90,-0.47,10.68, -0.07,-0.02,0.01
250,0.86,-0.45,10.64, -0.07,-0.02,0.01
251,0.90,-0.46,10.72, -0.07,-0.02,0.01
252,0.93,-0.39,10.76, -0.07,-0.02,0.01
253,0.87,-0.49,10.78, -0.07,-0.02,0.00
254,0.85,-0.61,10.68, -0.07,-0.02,0.01
255,0.96,-0.46,10.66, -0.07,-0.02,0.01
256,0.92,-0.50,10.69, -0.07,-0.01,0.01
257,0.92,-0.42,10.69, -0.07,-0.01,0.00
258,0.96,-0.24,10.76, -0.07,-0.02,0.01
259,0.88,-0.52,10.75, -0.07,-0.02,0.01
260,0.97,-0.42,10.71, -0.08,-0.02,0.00
261,0.94,-0.48,10.66, -0.07,-0.02,0.01
262,0.84,-0.60,10.68, -0.07,-0.02,0.01
263,0.91,-0.31,10.75, -0.07,-0.02,0.01
264,0.90,-0.42,10.65, -0.07,-0.02,0.01
265,0.85,-0.50,10.63, -0.07,-0.01,0.01
266,0.96,-0.48,10.71, -0.08,-0.02,0.01
267,0.98,-0.53,10.68, -0.07,-0.01,0.01
268,0.80,-0.41,10.72, -0.07,-0.01,0.01
269,0.84,-0.39,10.75, -0.07,-0.02,0.01
270,0.94,-0.51,10.67, -0.07,-0.02,0.01
271,0.91,-0.46,10.71, -0.07,-0.02,0.01
272,0.90,-0.45,10.67, -0.07,-0.02,0.01
273,0.87,-0.55,10.67, -0.07,-0.02,0.01
274,0.95,-0.43,10.71, -0.07,-0.02,0.01
275,0.92,-0.49,10.70, -0.07,-0.01,0.01
276,0.89,-0.45,10.63, -0.07,-0.01,0.01
277,0.91,-0.38,10.67, -0.07,-0.02,0.01
278,0.93,-0.49,10.69, -0.07,-0.02,0.01
279,0.90,-0.55,10.69, -0.07,-0.02,0.01
280,0.92,-0.44,10.69, -0.07,-0.01,0.01
281,0.88,-0.49,10.70, -0.07,-0.01,0.01
282,0.85,-0.43,10.63, -0.07,-0.02,0.01
283,0.91,-0.52,10.75, -0.07,-0.02,0.01
284,0.90,-0.50,10.58, -0.07,-0.02,0.01
285,0.87,-0.40,10.69, -0.07,-0.02,0.01
286,0.89,-0.47,10.68, -0.07,-0.02,0.01
287,0.91,-0.48,10.73, -0.07,-0.02,0.01
288,0.88,-0.40,10.63, -0.07,-0.02,0.01
289,0.84,-0.38,10.66, -0.07,-0.01,0.01
290,0.83,-0.43,10.75, -0.07,-0.02,0.00
291,0.93,-0.50,10.69, -0.07,-0.02,0.01
292,0.95,-0.50,10.68, -0.07,-0.02,0.01
293,0.91,-0.48,10.73, -0.07,-0.01,0.01
294,0.80,-0.44,10.62, -0.07,-0.02,0.01
295,0.90,-0.45,10.69, -0.07,-0.02,0.00
296,0.93,-0.40,10.60, -0.07,-0.02,0.01
297,0.88,-0.52,10.70, -0.07,-0.02,0.01
298,0.88,-0.42,10.64, -0.07,-0.02,0.01
299,0.82,-0.48,10.71, -0.07,-0.01,0.01
300,0.90,-0.38,10.69, -0.07,-0.02,0.01
301,0.86,-0.43,10.63, -0.07,-0.02,0.01
302,0.97,-0.44,10.75, -0.07,-0.02,0.01
303,0.99,-0.62,10.65, -0.07,-0.01,0.01
304,0.82,-0.45,10.73, -0.07,-0.01,0.01
305,0.90,-0.41,10.66, -0.07,-0.02,0.01
306,0.85,-0.53,10.64, -0.07,-0.02,0.01
307,0.93,-0.41,10.57, -0.07,-0.02,0.01
308,0.91,-0.50,10.65, -0.07,-0.02,0.01
309,0.94,-0.46,10.71, -0.07,-0.02,0.01
310,0.86,-0.52,10.68, -0.07,-0.01,0.01
311,0.77,-0.44,10.70, -0.07,-0.02,0.01
312,0.87,-0.48,10.66, -0.07,-0.02,0.00
313,0.97,-0.41,10.64, -0.07,-0.02,0.01
314,0.83,-0.51,10.73, -0.07,-0.02,0.01
315,0.86,-0.49,10.65, -0.07,-0.02,0.01
316,1.00,-0.51,10.69, -0.07,-0.02,0.01
317,0.91,-0.50,10.70, -0.07,-0.01,0.01
318,0.76,-0.47,10.70, -0.07,-0.02,0.01
319,0.89,-0.47,10.70, -0.07,-0.03,0.01
320,0.98,-0.55,10.72, -0.07,-0.02,0.00
321,0.88,-0.48,10.64, -0.07,-0.01,0.01
322,0.79,-0.43,10.70, -0.07,-0.02,0.01
323,0.88,-0.49,10.72, -0.07,-0.02,0.01
324,1.03,-0.44,10.68, -0.07,-0.02,0.01
325,0.87,-0.48,10.68, -0.07,-0.01,0.01
326,0.89,-0.45,10.68, -0.07,-0.02,0.01
327,0.92,-0.55,10.66, -0.07,-0.02,0.01
328,0.93,-0.56,10.69, -0.07,-0.01,0.01
329,0.87,-0.50,10.77, -0.07,-0.01,0.01
330,0.87,-0.48,10.68, -0.07,-0.01,0.01
331,0.84,-0.40,10.67, -0.07,-0.02,0.01
332,0.80,-0.45,10.67, -0.07,-0.02,0.01
333,0.89,-0.50,10.67, -0.08,-0.02,0.01
334,0.94,-0.49,10.69, -0.07,-0.02,0.01
335,0.91,-0.49,10.60, -0.07,-0.01,0.01
336,0.89,-0.50,10.66, -0.07,-0.01,0.01
337,0.88,-0.47,10.73, -0.07,-0.02,0.01
338,0.87,-0.47,10.72, -0.07,-0.02,0.01
339,0.93,-0.42,10.71, -0.07,-0.02,0.01
340,0.92,-0.45,10.68, -0.07,-0.02,0.01
341,0.88,-0.47,10.68, -0.07,-0.01,0.01
342,0.89,-0.46,10.66, -0.07,-0.01,0.01
343,0.86,-0.49,10.71, -0.07,-0.02,0.01
344,0.86,-0.47,10.64, -0.07,-0.02,0.01
345,0.94,-0.45,10.72, -0.07,-0.02,0.01
346,0.95,-0.47,10.65, -0.07,-0.02,0.01
347,0.94,-0.45,10.65, -0.07,-0.02,0.01
348,0.82,-0.43,10.62, -0.07,-0.01,0.01
349,0.83,-0.46,10.68, -0.07,-0.02,0.01
350,0.89,-0.41,10.67, -0.08,-0.02,0.01
351,0.91,-0.50,10.68, -0.07,-0.02,0.01
352,0.95,-0.47,10.72, -0.07,-0.02,0.01
353,0.94,-0.47,10.69, -0.07,-0.01,0.01
354,0.86,-0.50,10.70, -0.07,-0.01,0.01
355,0.88,-0.41,10.71, -0.07,-0.02,0.01
356,0.89,-0.45,10.66, -0.07,-0.02,0.01
357,0.95,-0.48,10.60, -0.07,-0.02,0.01
358,0.99,-0.48,10.78, -0.07,-0.02,0.01
359,0.97,-0.46,10.69, -0.07,-0.01,0.01
360,0.71,-0.40,10.75, -0.07,-0.01,0.01
361,0.90,-0.45,10.65, -0.07,-0.02,0.01
362,0.99,-0.43,10.61, -0.07,-0.02,0.01
363,0.98,-0.50,10.69, -0.07,-0.01,0.01
364,0.80,-0.48,10.79, -0.07,-0.01,0.01
365,0.75,-0.52,10.75, -0.07,-0.02,0.01
366,0.86,-0.45,10.76, -0.07,-0.02,0.00
367,0.93,-0.35,10.67, -0.07,-0.02,0.01
368,0.96,-0.49,10.68, -0.07,-0.02,0.01
369,0.97,-0.47,10.67, -0.07,-0.02,0.01
370,0.93,-0.48,10.67, -0.07,-0.01,0.01
371,0.86,-0.45,10.69, -0.07,-0.01,0.01
372,0.73,-0.45,10.66, -0.07,-0.01,0.01
373,0.83,-0.41,10.68, -0.07,-0.02,0.01
374,1.06,-0.44,10.64, -0.07,-0.02,0.01
375,0.99,-0.51,10.71, -0.07,-0.01,0.01
376,0.89,-0.53,10.69, -0.07,-0.01,0.01
377,0.75,-0.39,10.75, -0.07,-0.01,0.00
378,0.78,-0.44,10.79, -0.07,-0.02,0.01
379,0.96,-0.58,10.74, -0.07,-0.03,0.01
380,0.98,-0.47,10.70, -0.07,-0.02,0.00
381,0.89,-0.53,10.66, -0.07,-0.00,0.01
382,0.75,-0.47,10.64, -0.07,-0.02,0.01
383,0.86,-0.46,10.67, -0.07,-0.02,0.01
384,0.96,-0.53,10.68, -0.07,-0.02,0.01
385,0.86,-0.45,10.76, -0.07,-0.01,0.01
386,0.92,-0.45,10.66, -0.07,-0.02,0.01
387,0.81,-0.47,10.66, -0.07,-0.01,0.01
388,0.79,-0.53,10.57, -0.07,-0.02,0.01
389,0.84,-0.39,10.67, -0.07,-0.03,0.01
390,0.98,-0.54,10.71, -0.07,-0.02,0.01
391,1.01,-0.45,10.70, -0.07,-0.01,0.01
392,0.85,-0.42,10.70, -0.07,-0.01,0.01
393,0.80,-0.50,10.71, -0.07,-0.02,0.01
394,0.93,-0.53,10.72, -0.07,-0.02,0.01
395,0.67,-0.13,10.62, -0.09,-0.01,0.01
396,0.68,-0.67,10.72, -0.08,-0.05,-0.00
397,1.60,-0.54,10.68, -0.07,-0.02,0.00
398,1.10,-0.71,10.66, -0.05,0.03,0.01
399,0.24,-0.87,10.64, -0.07,0.01,-0.01
400,0.89,0.37,10.71, -0.08,-0.10,0.03
401,1.49,-1.10,10.44, -0.02,0.05,0.11
402,3.24,0.95,11.03, -0.06,0.11,-0.04
403,0.77,-1.16,10.86, -0.05,0.14,-0.00
404,0.66,0.26,10.45, -0.05,0.13,-0.10
405,0.60,-0.83,10.67, -0.11,0.04,-0.49
406,0.74,-0.75,11.12, -0.03,0.21,-0.34
407,1.22,-0.76,10.65, -0.04,0.32,-0.34
408,0.15,1.02,12.17, -0.09,0.34,-0.50
409,1.30,-0.57,14.01, -0.10,0.44,-0.67
410,0.76,-0.12,14.52, -0.04,0.59,-0.75
411,0.92,-0.04,14.27, -0.13,0.61,-0.77
412,0.96,0.45,13.69, -0.30,0.76,-0.65
413,0.60,1.00,13.25, -0.63,0.85,-0.80
414,-0.61,0.20,12.98, -0.82,0.86,-0.90
415,-1.08,-0.93,13.22, -0.73,0.73,-0.80
416,-1.40,-0.64,13.86, -0.50,0.52,-0.65
417,-0.86,-0.30,13.76, -0.28,0.42,-0.52
418,-1.31,0.56,12.89, -0.11,0.08,-0.31
419,0.14,0.25,11.89, -0.39,0.17,-0.41
420,-0.75,-0.84,12.07, -0.40,0.28,-0.52
421,-0.07,0.56,12.05, -0.35,0.43,-0.23
422,-1.93,-0.58,12.75, -0.34,0.43,-0.14
423,-2.12,-0.39,12.75, -0.18,0.22,0.04
424,-1.98,-1.11,11.75, 0.05,0.02,0.08
425,-1.34,-0.04,10.54, 0.23,-0.11,-0.11
426,-0.98,-0.14,10.16, 0.38,-0.14,0.09
427,-0.06,0.22,9.93, 0.41,-0.14,0.21
428,-1.10,0.79,10.09, 0.37,-0.14,0.38
429,-1.40,0.85,10.59, 0.22,-0.30,0.34
430,-1.33,0.03,10.67, 0.20,-0.48,0.30
431,-0.78,0.46,10.30, 0.30,-0.58,0.24
432,0.06,0.52,9.80, 0.42,-0.53,0.15
433,0.19,0.82,9.74, 0.54,-0.42,0.08
434,0.65,1.68,9.85, 0.59,-0.29,0.15
435,0.36,1.80,9.47, 0.56,-0.16,0.19
436,0.43,2.32,9.11, 0.39,-0.00,0.07
437,0.00,2.35,8.70, 0.21,0.06,-0.06
438,0.14,1.34,8.26, 0.09,0.05,-0.31
439,-0.91,-0.98,8.49, 0.30,-0.10,-0.16
440,-0.75,-0.05,9.03, 0.58,-0.27,-0.05
441,-0.23,1.82,8.84, 0.57,-0.40,-0.06
442,0.74,3.19,8.76, 0.35,-0.39,-0.35
443,0.44,1.57,8.72, 0.15,-0.39,-0.64
444,-0.30,-0.19,9.23, 0.31,-0.46,-0.42
445,0.34,1.40,9.11, 0.34,-0.50,-0.31
446,1.01,1.81,8.91, 0.15,-0.35,-0.40
447,0.67,1.77,9.36, -0.03,-0.23,-0.60
448,0.65,0.77,9.64, -0.13,-0.17,-0.71
449,1.47,1.20,9.47, -0.25,0.03,-0.46
450,0.96,0.42,9.64, -0.37,0.20,-0.57
451,0.45,0.48,9.67, -0.45,0.27,-0.76
452,0.22,-0.37,9.78, -0.42,0.22,-0.80
453,-0.11,-0.37,10.24, -0.32,0.14,-0.76
454,1.07,0.23,10.12, -0.35,0.16,-0.60
455,0.55,-0.25,9.59, -0.42,0.29,-0.62
456,0.48,-1.06,9.47, -0.35,0.39,-0.74
457,0.23,-0.59,9.56, -0.24,0.40,-0.94
458,-0.58,-1.04,9.76, -0.05,0.31,-0.82
459,-0.54,-0.72,9.49, 0.08,0.18,-0.71
460,-0.62,0.23,9.08, 0.01,0.09,-0.65
461,-0.60,0.61,8.95, -0.17,-0.01,-0.65
462,-0.18,-0.65,9.42, -0.17,-0.11,-0.61
463,-0.41,-1.23,9.92, 0.06,-0.22,-0.52
464,0.11,-0.78,9.95, 0.32,-0.32,-0.36
465,0.31,0.11,9.65, 0.39,-0.31,-0.43
466,-0.98,2.98,6.51, 0.36,-0.26,-0.35
467,1.18,0.64,8.44, 0.02,-0.25,-0.66
468,-0.91,-1.41,10.47, 0.12,-0.39,-0.45
469,0.36,-1.77,10.94, 0.43,-0.55,-0.22
470,0.96,0.36,11.01, 0.53,-0.48,-0.20
471,1.37,0.49,10.69, 0.51,-0.39,-0.25
472,1.31,1.53,10.52, 0.44,-0.27,-0.31
473,2.51,0.32,10.31, 0.34,-0.11,-0.44
474,0.52,0.47,10.28, 0.33,-0.03,-0.56
475,0.99,0.54,11.15, 0.27,-0.04,-0.43
476,0.45,1.02,10.68, 0.15,-0.13,-0.43
477,1.46,2.06,10.25, 0.01,-0.07,-0.51
478,1.30,0.49,10.42, -0.15,0.06,-0.63
