Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
110,5.10,-2.87,-7.21, -0.05,-0.02,0.12
111,5.08,-2.98,-7.16, -0.03,-0.00,0.07
112,5.10,-2.96,-7.19, -0.05,0.04,0.00
113,5.07,-2.91,-7.20, -0.05,0.04,-0.02
114,5.15,-3.08,-7.27, -0.06,0.05,-0.02
115,5.07,-3.06,-7.12, -0.05,0.07,-0.10
116,5.22,-3.02,-7.20, -0.07,0.07,-0.07
117,5.42,-3.00,-7.22, -0.08,0.03,0.02
118,5.49,-3.10,-7.16, -0.08,0.03,0.10
119,5.50,-3.11,-7.26, -0.06,0.05,0.06
120,5.41,-2.94,-7.18, -0.08,0.04,0.04
121,5.54,-2.96,-7.23, -0.06,0.02,-0.02
122,5.66,-2.96,-7.17, -0.07,0.04,0.03
123,5.58,-3.08,-7.10, -0.08,0.04,0.00
124,5.73,-3.15,-7.11, -0.07,0.04,-0.03
125,5.60,-2.99,-7.15, -0.10,0.01,0.03
126,5.48,-3.08,-7.15, -0.10,-0.03,0.05
127,5.63,-2.95,-7.14, -0.08,-0.01,-0.01
128,5.45,-2.94,-6.98, -0.08,0.01,-0.01
129,5.48,-3.00,-7.00, -0.05,-0.01,-0.03
130,5.45,-2.97,-7.02, -0.06,-0.05,0.11
131,5.40,-2.90,-6.96, -0.08,0.03,-0.01
132,5.22,-2.98,-7.07, -0.10,0.02,-0.09
133,5.33,-2.66,-7.00, -0.06,-0.03,0.00
134,5.03,-2.66,-7.01, -0.06,-0.05,0.11
135,4.89,-2.72,-6.76, -0.05,-0.02,-0.03
136,4.39,-2.60,-6.35, -0.12,-0.07,0.03
137,4.97,-2.39,-6.74, -0.13,0.22,-0.04
138,5.24,-2.65,-7.08, -0.09,0.10,-0.34
139,5.42,-2.77,-6.95, -0.09,-0.02,0.22
140,4.92,-2.97,-6.94, 0.01,-0.02,0.28
141,4.97,-2.74,-6.87, -0.01,-0.02,0.10
142,4.94,-2.76,-6.71, -0.02,-0.08,0.20
143,4.88,-2.59,-6.68, 0.01,-0.04,0.31
144,5.04,-2.64,-6.84, 0.00,0.09,-0.13
145,5.20,-2.84,-6.90, 0.02,0.14,-0.03
146,5.25,-2.84,-7.13, 0.08,0.06,0.19
147,4.91,-3.25,-7.23, 0.05,0.02,0.13
148,4.96,-3.05,-7.18, 0.09,-0.04,-0.01
149,5.19,-2.61,-6.77, 0.08,-0.17,0.08
150,4.95,-2.83,-6.60, 0.02,-0.10,0.15
151,5.05,-2.92,-6.49, -0.03,0.06,-0.16
152,5.18,-2.92,-6.75, -0.02,0.07,-0.16
153,5.25,-3.01,-6.64, 0.08,0.04,-0.04
154,5.06,-3.09,-6.79, 0.11,0.02,0.15
155,4.99,-3.15,-6.98, 0.23,-0.03,0.04
156,5.18,-2.98,-6.84, 0.20,-0.14,0.10
157,5.22,-3.17,-6.56, 0.21,-0.07,0.27
158,5.17,-3.85,-6.90, 0.12,0.04,0.06
159,5.17,-3.40,-6.92, 0.12,-0.04,-0.01
160,5.38,-3.54,-6.52, 0.17,-0.07,0.25
161,5.13,-3.45,-6.68, 0.08,-0.08,0.27
162,4.98,-3.67,-6.83, 0.13,-0.10,0.04
163,5.29,-3.49,-6.98, 0.12,-0.16,0.13
164,4.93,-3.58,-6.66, 0.15,-0.23,0.13
165,5.15,-3.46,-6.67, 0.17,-0.15,0.03
166,4.89,-3.80,-6.70, 0.19,-0.07,-0.05
167,5.06,-3.70,-6.83, 0.22,-0.12,-0.04
168,5.11,-3.75,-6.99, 0.21,-0.16,0.14
169,4.86,-3.98,-7.11, 0.14,-0.09,0.01
170,4.49,-3.60,-6.65, 0.03,-0.10,-0.25
171,5.04,-3.83,-7.35, 0.01,-0.21,-0.01
172,5.07,-3.90,-6.82, 0.05,-0.29,0.08
173,5.18,-3.90,-6.68, -0.03,-0.14,0.12
174,5.23,-4.11,-6.89, -0.03,-0.08,-0.00
175,5.08,-3.77,-6.81, 0.02,-0.09,0.12
176,4.76,-3.61,-6.70, 0.02,-0.17,0.28
177,4.83,-3.81,-6.88, -0.01,-0.09,-0.02
178,5.04,-3.95,-6.96, -0.11,-0.03,-0.41
179,5.14,-3.64,-6.65, 0.03,-0.09,-0.23
180,5.09,-3.77,-6.62, 0.07,-0.16,0.15
181,4.83,-3.95,-6.59, 0.09,-0.11,-0.09
182,5.21,-3.96,-6.51, 0.09,-0.02,-0.14
183,5.01,-3.50,-6.60, 0.10,-0.12,0.05
184,4.84,-3.70,-6.73, 0.11,-0.14,0.13
185,4.68,-3.86,-7.03, 0.05,-0.14,-0.07
186,4.65,-3.71,-6.87, 0.08,-0.17,-0.16
187,4.83,-3.75,-6.66, 0.12,-0.21,0.02
188,4.89,-3.94,-6.68, 0.16,-0.13,-0.02
189,4.94,-4.00,-6.70, 0.18,0.01,-0.11
190,4.91,-3.81,-6.86, 0.20,0.06,0.01
191,4.69,-3.86,-6.89, 0.12,-0.05,0.14
192,4.69,-4.38,-7.30, 0.14,-0.03,0.15
193,4.89,-4.33,-7.22, 0.12,-0.14,-0.07
194,4.94,-4.13,-7.11, 0.06,-0.32,0.39
195,4.69,-4.27,-6.79, 0.10,-0.36,0.47
196,4.97,-3.61,-6.74, -0.09,-0.21,0.25
197,4.83,-4.09,-6.40, -0.02,-0.13,-0.06
198,5.22,-4.59,-7.07, -0.10,-0.06,0.28
199,4.62,-4.36,-6.85, -0.03,-0.02,0.19
200,4.65,-5.12,-7.90, -0.08,-0.07,0.19
201,5.17,-4.83,-6.91, -0.09,-0.07,0.08
202,4.51,-4.31,-7.13, -0.16,-0.10,0.22
203,5.75,-5.79,-8.34, -0.15,-0.04,-0.16
204,4.40,-3.76,-6.48, -0.17,-0.05,0.31
205,4.14,-5.23,-8.12, -0.06,-0.01,0.34
206,5.53,-6.23,-8.44, -0.03,0.15,-0.21
207,3.26,-3.62,-5.27, -0.01,-0.00,0.08
208,4.66,-4.58,-7.92, -0.07,-0.05,0.16
209,4.31,-3.96,-7.10, 0.00,-0.03,-0.27
210,4.16,-3.86,-6.82, -0.03,-0.10,-0.02
211,5.08,-5.27,-6.93, -0.02,-0.08,-0.12
212,4.48,-4.84,-7.29, -0.06,-0.15,-0.04
213,4.40,-4.43,-7.07, 0.03,-0.08,0.01
214,4.66,-4.76,-6.83, 0.09,0.10,0.06
215,5.09,-4.27,-6.78, 0.09,0.22,-0.20
216,4.87,-4.48,-6.45, -0.02,0.15,0.14
217,4.62,-4.40,-6.95, 0.06,0.12,0.19
218,4.50,-4.66,-6.63, 0.03,0.10,-0.01
219,4.68,-4.06,-6.62, -0.06,-0.05,-0.04
220,4.58,-4.55,-6.79, 0.06,-0.11,0.16
221,4.44,-4.86,-6.79, 0.01,-0.12,0.20
222,4.55,-4.62,-6.70, 0.07,-0.04,-0.08
223,4.53,-4.33,-6.54, 0.14,-0.08,-0.02
224,4.47,-4.67,-6.10, 0.13,0.08,0.24
225,4.67,-4.52,-6.23, 0.10,0.24,-0.30
226,4.83,-4.14,-6.14, -0.02,0.22,-0.30
227,4.89,-4.15,-6.02, -0.05,0.21,-0.08
228,4.77,-4.61,-6.70, -0.13,0.25,-0.00
229,4.13,-4.90,-7.85, -0.15,0.15,-0.23
230,4.31,-4.33,-6.83, -0.11,-0.10,-0.09
231,4.41,-4.49,-6.98, -0.06,-0.15,0.18
232,4.49,-4.60,-6.54, -0.07,-0.06,-0.22
233,5.21,-4.34,-6.22, -0.15,0.09,-0.13
234,4.99,-4.07,-6.49, -0.20,0.09,0.13
235,4.85,-4.51,-6.67, -0.27,0.18,0.09
236,5.23,-4.41,-6.85, -0.30,0.33,-0.37
237,4.35,-4.27,-7.29, -0.29,0.12,0.25
238,4.36,-3.83,-6.83, 0.02,0.02,0.11
239,4.24,-3.34,-6.27, -0.03,0.01,-0.00
240,3.01,-3.17,-4.76, -0.23,-0.20,0.13
241,4.56,-3.56,-6.67, 0.10,-0.20,-0.39
242,4.89,-4.11,-5.57, -0.06,0.06,-0.06
243,5.79,-4.33,-6.81, 0.03,0.17,-0.41
244,4.87,-4.09,-6.66, 0.08,-0.00,0.56
245,4.43,-4.45,-6.45, 0.07,-0.07,0.20
246,4.43,-4.32,-6.69, -0.18,-0.00,-0.02
247,5.50,-4.06,-6.36, -0.10,-0.16,-0.14
248,5.43,-5.14,-6.30, -0.33,-0.44,0.61
249,4.81,-4.51,-7.22, -0.26,-0.42,0.54
250,4.38,-3.87,-6.81, -0.24,-0.35,0.40
251,5.10,-4.47,-6.88, -0.29,-0.05,0.20
252,4.62,-4.38,-6.84, -0.36,0.11,0.18
253,4.29,-4.54,-7.84, -0.30,0.07,0.32
254,4.21,-4.56,-6.56, -0.18,0.00,0.54
255,4.67,-4.31,-6.12, -0.27,0.07,0.48
256,4.29,-4.00,-6.53, -0.26,0.19,0.59
257,4.02,-3.30,-7.02, -0.30,0.21,0.60
258,3.91,-4.37,-6.50, -0.20,0.33,0.35
259,3.93,-4.76,-7.02, 0.03,0.42,0.49
260,4.73,-4.79,-6.83, 0.30,0.40,0.29
261,4.86,-4.53,-6.94, 0.14,0.39,0.50
262,4.39,-4.63,-6.57, 0.03,0.39,0.14
263,3.79,-4.17,-7.26, -0.34,0.15,0.26
264,4.03,-3.90,-6.94, -0.17,-0.04,-0.52
265,4.59,-5.64,-7.77, -0.16,-0.41,0.23
266,4.68,-4.65,-7.33, -0.07,-0.58,0.49
267,5.04,-5.32,-6.62, 0.08,-0.14,-0.05
268,5.37,-4.30,-5.76, -0.05,0.23,0.07
269,4.01,-4.30,-8.09, -0.03,0.52,-0.13
270,3.84,-3.25,-6.76, -0.23,0.73,-0.38
271,3.28,-3.09,-6.34, -0.38,0.88,-0.70
272,2.83,-3.26,-5.82, -0.31,0.74,-0.09
273,3.02,-3.12,-6.35, -0.20,0.58,0.02
274,2.56,-3.24,-6.05, 0.01,0.45,0.11
275,4.16,-4.87,-6.70, -0.19,0.24,0.38
276,4.11,-5.20,-5.82, -0.21,0.50,-0.05
277,4.66,-4.34,-6.92, -0.20,0.69,-0.61
278,4.98,-4.21,-6.42, -0.22,0.39,-0.35
279,5.31,-4.36,-6.42, -0.18,0.06,-0.07
280,5.62,-5.21,-6.74, -0.10,0.01,-0.24
281,5.52,-4.38,-6.36, -0.16,-0.13,-0.26
282,5.67,-4.41,-6.46, -0.16,0.06,-0.38
283,5.76,-5.41,-6.69, -0.15,0.09,-0.45
284,8.35,-5.89,-8.54, -0.21,0.35,-0.71
285,9.58,-6.90,-7.87, -0.13,0.38,-0.40
286,4.67,-4.12,-4.89, 0.13,0.09,0.24
287,6.66,-4.75,-5.92, 0.12,0.27,0.49
288,6.89,-4.47,-6.06, -0.01,0.53,0.23
289,7.54,-4.98,-6.69, -0.09,0.59,0.20
290,14.34,-8.27,-10.75, -0.43,0.46,1.19
291,10.74,-5.40,-7.52, -0.73,0.80,0.87
292,7.68,-4.94,-8.95, -0.14,1.33,0.73
293,4.86,-3.76,-6.80, -0.22,0.95,1.38
294,4.84,-3.73,-6.61, 0.16,0.69,1.82
295,4.96,-4.36,-6.58, 0.12,0.90,0.92
296,6.09,-6.18,-7.37, -0.29,1.01,-0.02
297,3.74,-3.29,-5.27, -0.03,0.27,-0.01
298,4.39,-4.64,-5.19, -0.19,-0.36,0.98
299,4.41,-5.74,-6.62, -0.27,-0.58,0.19
300,4.69,-5.20,-6.66, 0.21,-0.67,0.31
301,5.48,-4.71,-7.35, 0.69,-0.25,0.55
302,7.27,-5.83,-7.06, 0.08,0.27,0.30
303,5.06,-5.60,-6.62, -0.09,0.53,0.08
304,3.31,-3.39,-5.46, -0.07,0.01,0.45
305,4.71,-4.71,-6.19, -0.21,-0.33,0.44
306,6.07,-5.15,-5.87, -0.60,-0.23,0.30
307,5.44,-4.56,-5.64, -0.68,-0.27,-0.05
308,5.86,-4.20,-6.45, -0.82,-0.50,0.12
309,5.16,-5.00,-6.20, -0.88,-0.97,0.88
310,5.07,-6.20,-7.40, -0.87,-0.70,0.73
311,4.96,-5.06,-6.51, -0.85,-0.43,0.33
312,5.08,-4.10,-5.66, -0.93,-0.34,0.71
313,4.53,-3.51,-4.61, -0.95,-0.01,1.03
314,4.34,-3.56,-4.97, -1.29,0.32,0.41
315,3.60,-2.77,-5.53, -1.50,-0.09,1.17
316,6.81,-7.19,-13.24, -1.53,-0.02,1.21
317,2.83,-3.57,-5.71, -1.25,0.23,0.68
318,2.26,-4.51,-4.16, -0.61,-0.42,1.46
319,2.45,-2.81,-5.77, 0.02,0.16,0.45
320,2.68,-2.78,-7.13, -0.70,0.39,-0.12
321,2.41,-4.51,-4.36, -0.95,-0.20,0.62
322,4.29,-3.53,-6.20, -0.65,-0.15,0.72
323,4.74,-4.01,-7.00, -0.76,0.31,0.08
324,3.35,-3.42,-7.51, -0.53,0.04,0.90
325,3.51,-5.51,-7.36, -0.12,0.00,0.85
326,3.41,-4.98,-7.42, -0.38,-0.06,0.44
327,3.55,-4.40,-7.96, -0.13,-0.01,-0.39
328,3.81,-3.40,-7.30, -0.06,-0.19,0.37
329,2.65,-3.96,-7.82, -0.18,-0.60,0.54
330,2.89,-3.82,-8.31, 0.00,-0.53,-0.85
331,3.08,-5.37,-7.99, 0.00,-0.73,-0.08
332,2.84,-2.65,-6.02, 0.40,-0.93,-1.12
333,4.79,-6.62,-8.11, 0.01,-0.72,-0.54
334,4.88,-4.48,-6.94, 0.55,-0.41,-1.86
335,4.65,-4.09,-6.03, 0.13,-0.55,-0.26
336,3.01,-3.91,-8.00, -0.23,-0.41,-0.72
337,4.97,-4.44,-7.79, -0.34,-0.05,-1.42
338,4.59,-3.90,-7.76, -0.55,0.06,-0.34
339,4.78,-4.39,-8.53, -0.37,0.18,-0.22
340,3.75,-4.42,-8.27, -0.55,0.22,0.01
341,3.89,-4.69,-7.61, -0.37,0.14,-0.09
342,4.16,-3.80,-8.80, -0.47,0.14,-0.00
343,4.17,-3.44,-8.37, -0.47,0.18,-0.01
344,3.88,-3.86,-8.22, -0.40,0.13,0.12
345,4.05,-3.44,-8.50, -0.55,0.09,-0.02
346,3.98,-3.76,-8.07, -0.30,0.09,-0.19
347,4.89,-3.56,-8.09, -0.41,0.13,0.07
348,4.89,-3.69,-8.13, -0.25,0.32,-0.05
349,4.79,-3.29,-7.02, -0.23,0.34,0.52
350,4.23,-3.61,-6.66, -0.14,0.55,0.21
351,4.82,-3.79,-7.22, -0.34,0.79,0.22
352,3.70,-3.70,-6.89, -0.14,0.55,0.45
353,4.51,-3.58,-7.84, -0.14,0.60,0.26
354,4.95,-4.09,-7.69, -0.02,0.56,0.16
355,4.44,-3.51,-7.13, 0.07,0.38,0.73
356,4.38,-3.45,-7.10, 0.03,0.39,0.33
357,4.04,-3.57,-6.70, 0.13,0.33,0.18
358,3.33,-2.79,-6.21, 0.20,-0.03,0.44
359,4.07,-2.96,-6.48, 0.22,0.10,0.15
360,4.48,-3.40,-6.98, 0.35,0.25,0.11
361,4.31,-3.17,-7.33, 0.43,0.05,0.32
362,4.17,-3.67,-6.87, 0.32,-0.04,0.35
363,4.20,-3.84,-6.59, 0.24,0.05,-0.02
364,4.62,-3.81,-6.80, 0.26,0.04,-0.06
365,4.58,-3.97,-6.92, 0.28,0.01,0.12
366,4.57,-4.07,-6.70, 0.44,0.02,0.25
367,4.37,-4.01,-6.69, 0.35,0.07,0.27
368,4.01,-4.01,-6.68, 0.44,0.19,-0.03
369,4.44,-4.56,-7.20, 0.38,0.31,-0.05
370,7.38,-7.26,-7.96, 0.36,0.61,-0.32
371,4.70,-4.63,-6.22, 0.41,0.70,-0.01
372,4.59,-4.45,-6.48, 0.16,0.51,0.34
373,3.06,-3.47,-4.52, 0.11,0.39,0.54
374,4.13,-4.81,-6.64, 0.18,0.38,0.35
375,4.44,-5.26,-7.43, 0.23,0.37,0.36
376,4.01,-4.68,-7.36, 0.34,0.34,0.32
377,3.47,-5.60,-7.15, 0.28,0.13,0.84
378,3.86,-4.82,-6.86, 0.31,0.07,0.10
379,4.83,-4.61,-6.50, 0.03,0.21,0.21
380,5.13,-4.33,-6.16, -0.07,0.28,0.13
381,5.68,-4.65,-6.80, -0.39,0.29,0.77
382,5.11,-4.65,-6.04, -0.35,0.50,-0.06
383,4.48,-4.70,-6.90, -0.35,0.37,0.24
384,4.73,-4.49,-6.47, -0.13,0.13,0.29
385,4.17,-5.05,-6.38, -0.20,0.14,0.31
386,4.10,-5.20,-6.07, -0.15,0.10,-0.08
387,4.49,-4.72,-5.92, -0.19,0.03,0.00
388,3.49,-3.56,-4.93, -0.39,-0.07,0.26
389,4.82,-6.03,-5.90, -0.24,0.12,0.06
390,4.70,-6.09,-7.10, 0.02,0.24,0.01
391,4.76,-5.20,-6.97, 0.16,0.12,0.29
392,4.62,-6.19,-6.89, 0.18,0.08,0.26
393,5.28,-5.20,-6.89, 0.20,0.29,0.38
394,5.28,-5.20,-6.59, -0.05,0.25,0.46
395,5.42,-5.33,-6.55, -0.19,0.36,0.48
396,5.92,-5.10,-6.65, -0.26,0.54,0.34
397,5.69,-5.07,-6.64, -0.27,0.57,0.51
398,5.17,-5.26,-6.69, -0.19,0.49,0.68
399,4.35,-5.16,-7.48, -0.23,0.32,0.58
400,3.88,-5.71,-7.18, -0.02,0.01,-0.03
401,5.59,-4.95,-6.33, -0.24,-0.22,0.12
402,5.40,-5.09,-6.29, -0.34,-0.10,-0.11
403,5.62,-4.79,-6.53, -0.38,-0.05,0.02
404,4.75,-5.05,-6.74, -0.39,-0.02,0.11
405,4.46,-4.98,-6.63, -0.41,-0.02,0.16
406,4.68,-5.14,-7.00, -0.51,0.01,-0.11
407,4.85,-5.25,-6.94, -0.34,0.08,-0.01
408,5.42,-5.09,-6.79, -0.28,0.00,0.36
409,5.11,-5.29,-6.85, -0.24,0.10,0.39
410,5.47,-5.32,-6.81, -0.21,0.24,0.18
411,5.14,-5.68,-6.85, -0.25,0.22,0.32
412,5.71,-5.59,-6.88, -0.22,0.20,0.21
413,5.83,-5.70,-7.03, -0.17,0.30,0.10
414,5.49,-5.69,-7.40, -0.07,0.22,0.36
415,5.36,-5.59,-7.34, -0.12,0.06,0.28
416,5.58,-5.67,-7.00, -0.11,0.09,-0.05
417,5.87,-5.66,-6.86, -0.18,0.07,0.02
418,5.79,-5.60,-6.99, -0.29,-0.03,0.03
419,5.68,-5.92,-7.05, -0.24,-0.02,-0.18
420,5.49,-5.87,-7.28, -0.05,-0.01,-0.15
421,5.79,-5.54,-7.33, 0.03,-0.12,-0.10
422,5.46,-5.45,-6.95, 0.13,-0.07,-0.10
423,5.37,-5.41,-6.92, 0.05,-0.08,-0.01
424,4.99,-5.54,-6.96, -0.06,-0.09,-0.09
425,5.43,-5.17,-6.69, -0.10,-0.05,-0.28
426,5.55,-5.20,-6.83, -0.07,-0.03,-0.15
427,5.50,-4.92,-6.97, 0.02,-0.03,0.02
428,5.04,-4.93,-6.73, 0.06,-0.08,0.02
429,4.88,-4.87,-6.76, 0.04,-0.05,-0.15
430,5.28,-4.75,-6.40, 0.01,-0.10,-0.23
431,4.96,-4.99,-6.36, -0.08,-0.08,0.00
432,4.77,-4.99,-6.57, -0.10,-0.10,-0.20
433,5.08,-4.99,-6.52, -0.04,-0.08,-0.36
434,5.37,-4.88,-6.85, 0.06,0.01,-0.13
435,5.03,-4.80,-6.67, 0.10,-0.01,0.13
436,4.57,-5.12,-6.91, 0.04,0.03,0.13
437,4.72,-5.00,-6.65, 0.02,0.11,-0.10
438,5.33,-4.65,-6.30, -0.11,0.08,-0.02
439,5.25,-5.13,-6.50, -0.12,0.12,0.12
440,5.26,-5.04,-6.67, -0.14,0.15,0.06
441,5.00,-4.84,-6.57, -0.07,0.14,0.05
442,4.57,-4.87,-6.22, -0.14,-0.01,0.23
443,4.46,-5.10,-6.23, -0.23,-0.00,-0.16
444,5.13,-4.68,-6.10, -0.30,0.02,-0.32
445,4.96,-4.83,-5.96, -0.27,-0.01,-0.05
446,4.82,-4.94,-6.12, -0.18,0.01,0.12
447,4.84,-5.09,-5.97, -0.10,0.03,-0.06
448,4.91,-4.86,-6.09, -0.08,0.12,0.02
449,5.03,-4.57,-6.04, -0.01,0.07,0.10
450,4.58,-4.92,-6.16, 0.03,0.08,0.18
451,5.01,-4.60,-6.21, 0.06,0.11,0.02
452,4.97,-4.59,-6.02, -0.02,0.10,0.09
453,4.89,-4.57,-6.19, -0.09,0.09,0.12
454,4.66,-4.60,-5.82, -0.17,0.03,0.05
455,4.42,-4.69,-5.87, -0.23,-0.02,0.02
456,4.74,-4.78,-5.90, -0.24,-0.09,-0.16
457,4.99,-4.34,-5.35, -0.22,-0.02,-0.19
458,4.51,-4.22,-5.15, -0.20,-0.01,0.21
459,3.96,-4.15,-5.06, -0.27,-0.07,0.11
460,3.59,-4.13,-4.62, -0.24,-0.08,-0.05
461,3.84,-4.45,-4.45, -0.17,-0.12,0.03
462,3.75,-4.45,-4.88, -0.01,-0.08,0.05
463,3.68,-4.66,-4.87, 0.20,-0.11,-0.13
464,4.16,-4.22,-4.63, 0.29,-0.09,0.35
