Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
51,5.97,-7.42,-4.65, 0.36,0.55,-2.25
52,3.34,-10.24,-3.68, 0.37,0.57,1.06
53,7.05,-5.57,-3.49, 0.20,-0.22,1.70
54,4.14,-7.48,-4.95, -0.24,0.37,-1.40
55,4.33,-7.19,-4.24, -0.23,-0.33,1.01
56,6.99,-6.51,-2.63, -0.24,0.77,0.94
57,5.43,-7.83,-3.55, -0.65,1.49,-1.02
58,4.49,-6.61,-7.34, -0.59,0.79,-0.19
59,5.07,-7.81,-4.65, -0.22,0.31,-0.31
60,2.82,-7.79,-6.32, -0.30,0.57,-0.75
61,3.04,-6.59,-4.99, 0.41,-0.82,-0.17
62,8.26,-2.80,-3.34, -0.60,-0.91,1.81
63,6.72,-4.37,-3.73, 0.04,-0.60,-2.01
64,2.81,-9.98,-5.69, 0.17,0.29,-1.88
65,2.34,-7.55,-3.72, 0.30,-1.03,2.81
66,8.47,-5.45,-4.04, 0.35,-0.76,-0.60
67,5.36,-6.94,-4.75, -0.48,0.80,-0.46
68,5.54,-6.20,-4.13, -0.32,0.08,0.02
69,6.42,-6.54,-4.10, -0.52,0.57,0.62
70,6.82,-5.40,-1.70, -0.99,0.97,0.77
71,6.67,-7.77,-5.72, -0.72,0.89,0.19
72,1.52,-7.80,-7.60, -0.08,0.26,0.68
73,3.94,-5.25,-2.71, 0.04,-0.13,0.76
74,4.34,-6.84,-3.34, -0.32,0.57,-0.18
75,1.61,-6.70,-4.07, -0.42,-0.36,0.85
76,6.12,-7.40,-10.26, 0.24,-0.23,0.55
77,2.94,-6.52,-5.02, 0.59,-0.05,0.77
78,3.64,-6.64,-3.61, 0.37,-0.80,0.73
79,4.41,-7.15,-4.64, -0.27,0.65,-1.17
80,3.83,-7.64,-4.38, 0.05,0.23,-0.66
81,3.80,-7.23,-4.78, 0.36,-0.59,0.34
82,4.88,-7.48,-4.06, 0.54,-0.86,0.68
83,5.41,-6.41,-4.49, 0.14,-0.09,0.86
84,4.87,-6.28,-4.29, 0.48,-0.06,-0.41
85,4.24,-7.62,-4.01, 0.03,0.13,-0.37
86,3.52,-7.42,-3.77, 0.59,-0.55,-0.54
87,4.87,-7.68,-4.41, 0.09,-0.74,0.29
88,5.84,-5.91,-4.19, -0.13,0.18,-1.37
89,2.76,-8.23,-4.64, 0.43,-0.37,-1.15
90,5.11,-6.99,-4.31, 0.31,-0.64,0.77
91,-3.64,-6.65,2.19, 0.39,-1.64,-1.80
92,-6.07,-4.37,3.45, -1.14,-4.19,-2.56
93,-1.26,0.28,-9.86, -2.35,-4.66,-1.80
94,-25.74,-9.18,13.92, -8.73,-3.80,1.46
95,62.61,61.20,-18.87, -4.70,2.02,-0.67
96,2.46,-10.35,-0.53, 1.76,0.77,-6.52
97,4.10,-12.09,-4.05, 0.93,0.39,0.25
98,0.48,-5.58,-1.43, -0.11,-0.48,0.91
99,2.29,-4.67,-5.62, -0.13,-0.22,-0.05
100,1.92,-4.27,-4.15, -0.17,0.26,-0.50
101,2.83,-7.42,-8.40, 1.03,0.58,-1.01
102,4.30,-3.08,-5.68, 0.17,0.03,-0.33
103,4.70,-6.67,-5.40, -0.30,0.51,0.33
104,6.20,-2.98,-9.10, -0.47,0.65,0.30
105,4.37,-3.22,-8.23, -0.51,0.86,0.71
106,3.27,-4.66,-5.34, -0.54,0.20,0.46
107,2.34,-5.37,-6.98, -0.22,0.08,0.31
108,4.13,-6.03,-8.80, -0.02,0.40,0.14
109,4.57,-5.50,-7.24, 0.15,0.39,0.12
110,3.04,-2.29,-5.54, -0.09,0.39,0.05
111,5.86,-5.80,-6.80, -0.30,0.17,0.24
112,3.75,-5.89,-7.10, -0.14,0.22,0.34
113,1.48,-9.32,-1.91, -0.01,-0.12,0.94
114,7.54,-13.82,-9.90, 0.47,-1.70,2.05
115,-3.30,0.57,-1.65, -0.49,-1.24,-2.38
116,7.02,-1.95,-8.30, -0.49,-0.63,0.62
117,0.80,-5.17,-3.05, -0.18,-2.30,2.57
118,2.94,-8.34,-8.56, 0.67,1.40,1.36
119,2.73,-8.07,-8.73, 1.12,4.37,-3.27
120,-0.64,-7.02,-3.83, -3.61,-0.04,-5.02
121,5.45,-3.39,-5.75, 2.03,-1.90,7.77
122,3.44,-7.29,-7.54, 0.17,1.10,-2.10
123,2.60,-6.84,-6.06, 0.38,0.83,-2.66
124,4.42,-5.32,-6.43, 0.24,-0.82,0.60
125,2.60,-6.69,-7.41, -0.12,-0.15,-0.16
126,4.43,-4.52,-6.49, 0.05,-0.22,-0.21
127,5.09,-5.31,-7.06, 0.13,-0.37,-0.22
128,4.83,-4.98,-6.34, -0.07,0.16,0.03
129,4.55,-4.92,-6.74, -0.13,-0.01,0.09
130,4.36,-4.89,-6.39, -0.16,0.28,0.21
131,3.92,-5.02,-6.42, -0.23,0.03,0.24
132,4.20,-4.97,-5.97, -0.26,0.10,0.26
133,4.22,-5.39,-7.05, -0.24,-0.04,0.29
134,3.92,-5.00,-6.59, -0.26,0.15,0.25
135,4.01,-5.08,-6.87, -0.21,0.03,0.25
136,3.28,-4.80,-6.17, -0.11,0.04,0.19
137,3.74,-5.19,-7.25, -0.14,-0.06,0.08
138,3.34,-4.77,-6.65, -0.02,-0.00,0.01
139,3.97,-4.97,-6.69, -0.08,-0.01,-0.02
140,3.94,-5.01,-6.58, -0.07,-0.10,0.01
141,3.92,-5.03,-6.75, -0.07,0.02,0.00
142,4.48,-5.32,-7.04, -0.05,0.07,-0.02
143,4.35,-5.77,-7.26, -0.10,-0.01,0.01
144,3.99,-5.30,-7.13, -0.11,-0.08,0.06
145,4.04,-5.17,-6.86, -0.12,-0.14,0.00
146,4.13,-5.20,-6.68, -0.04,0.08,-0.02
147,5.12,-5.24,-5.70, -0.22,-0.08,0.28
148,3.70,-4.59,-6.20, -0.19,0.21,0.40
149,3.31,-4.41,-6.74, -0.23,0.36,0.31
150,3.66,-5.00,-6.86, -0.23,0.06,0.32
151,3.48,-4.94,-7.07, -0.20,0.16,0.22
152,3.64,-4.99,-6.92, -0.14,0.12,0.16
153,3.59,-5.05,-6.94, -0.12,0.06,0.09
154,3.61,-5.11,-6.96, -0.08,0.01,0.04
155,3.96,-5.04,-6.69, -0.07,-0.00,0.01
156,4.02,-5.14,-6.69, -0.07,-0.01,0.00
157,4.01,-5.09,-6.71, -0.07,-0.02,0.00
158,3.98,-5.10,-6.79, -0.07,-0.01,0.00
159,3.98,-5.09,-6.77, -0.07,-0.01,0.00
160,3.95,-5.12,-6.82, -0.07,-0.01,0.00
161,3.94,-5.08,-6.77, -0.07,-0.02,0.00
162,3.97,-5.08,-6.79, -0.07,-0.01,0.00
163,4.01,-5.10,-6.76, -0.07,-0.02,0.00
164,3.99,-5.07,-6.77, -0.07,-0.01,0.01
165,3.97,-5.09,-6.79, -0.07,-0.01,0.00
166,4.03,-5.08,-6.81, -0.07,-0.01,0.00
167,3.90,-5.07,-6.79, -0.06,-0.01,0.00
168,3.94,-5.06,-6.75, -0.06,-0.01,0.00
169,4.03,-5.06,-6.76, -0.07,-0.01,0.00
170,3.96,-5.02,-6.70, -0.07,-0.01,0.00
171,4.01,-5.08,-6.76, -0.07,-0.01,0.00
172,3.96,-5.07,-6.74, -0.07,-0.01,0.00
173,3.91,-5.04,-6.74, -0.07,-0.01,0.00
174,4.06,-5.06,-6.74, -0.07,-0.01,0.00
175,3.96,-5.09,-6.75, -0.07,-0.01,0.00
176,3.98,-5.06,-6.77, -0.07,-0.01,0.01
177,3.92,-5.03,-6.77, -0.07,-0.01,0.00
178,3.95,-5.10,-6.84, -0.07,-0.02,0.00
179,4.02,-5.08,-6.66, -0.07,-0.01,0.00
180,3.97,-4.99,-6.78, -0.06,-0.01,0.00
181,3.96,-5.05,-6.81, -0.07,-0.01,0.00
182,3.94,-5.08,-6.76, -0.07,-0.01,0.00
183,3.97,-5.04,-6.82, -0.07,-0.01,0.01
184,3.91,-5.08,-6.73, -0.07,-0.01,0.00
185,3.97,-5.04,-6.70, -0.06,-0.01,0.00
186,4.02,-5.02,-6.74, -0.07,-0.01,0.00
187,3.95,-5.04,-6.76, -0.07,-0.01,0.00
188,4.01,-5.09,-6.82, -0.06,-0.00,0.01
189,3.94,-5.17,-6.79, -0.06,-0.02,0.00
190,3.91,-5.17,-6.77, -0.07,-0.02,0.00
191,3.92,-5.03,-6.71, -0.07,-0.01,0.00
192,3.96,-4.94,-6.80, -0.07,-0.01,0.00
193,4.03,-5.00,-6.84, -0.06,-0.01,0.01
194,4.00,-5.09,-6.79, -0.07,-0.01,0.01
195,3.91,-5.15,-6.65, -0.07,-0.01,0.00
196,3.88,-5.15,-6.68, -0.07,-0.01,0.00
197,4.00,-5.10,-6.75, -0.07,-0.01,0.00
198,4.06,-4.99,-6.90, -0.07,-0.01,0.00
199,4.00,-5.01,-6.80, -0.07,-0.01,0.01
200,3.98,-5.16,-6.76, -0.06,-0.01,0.00
201,3.87,-5.15,-6.73, -0.06,-0.01,0.00
202,3.90,-5.14,-6.86, -0.07,-0.01,0.00
203,3.97,-5.03,-6.73, -0.07,-0.01,0.00
204,3.95,-4.95,-6.73, -0.07,-0.01,0.00
205,3.99,-4.97,-6.81, -0.07,-0.01,0.00
206,3.89,-5.14,-6.75, -0.07,-0.02,0.00
207,3.92,-5.21,-6.65, -0.07,-0.01,0.01
208,3.94,-5.17,-6.66, -0.07,-0.00,0.00
209,3.95,-4.96,-6.82, -0.07,-0.01,0.00
210,3.98,-4.94,-6.81, -0.07,-0.01,0.00
211,3.99,-5.03,-6.82, -0.06,-0.01,0.00
212,3.90,-5.09,-6.72, -0.06,-0.01,0.00
213,3.90,-5.14,-6.66, -0.07,-0.01,0.00
214,3.97,-5.11,-6.74, -0.06,0.00,0.00
215,4.01,-5.00,-6.84, -0.06,-0.01,0.00
216,3.93,-4.96,-6.90, -0.06,-0.01,0.01
217,3.93,-5.02,-6.91, -0.06,0.01,0.00
218,4.00,-5.04,-6.69, -0.06,0.01,0.00
219,4.05,-5.24,-6.71, -0.06,-0.01,0.00
220,3.91,-5.21,-6.66, -0.07,-0.02,0.01
221,3.96,-4.97,-6.86, -0.08,-0.00,0.01
222,3.91,-4.82,-6.96, -0.06,-0.02,0.00
223,3.95,-5.05,-6.76, -0.06,-0.02,0.00
224,3.95,-5.19,-6.62, -0.07,-0.00,0.01
225,4.02,-5.13,-6.73, -0.07,0.00,0.00
226,4.00,-5.08,-6.79, -0.07,-0.02,0.01
227,3.98,-5.00,-6.92, -0.07,-0.01,0.00
228,3.98,-4.98,-6.87, -0.07,-0.00,0.00
229,3.97,-5.08,-6.81, -0.06,-0.01,0.01
230,4.01,-5.19,-6.78, -0.06,-0.00,0.00
231,3.92,-5.20,-6.73, -0.07,-0.01,0.00
232,4.00,-5.15,-6.71, -0.07,-0.01,0.00
233,3.94,-5.00,-6.76, -0.07,-0.00,0.00
234,4.05,-4.92,-6.87, -0.06,-0.00,0.00
235,4.02,-4.94,-6.86, -0.06,-0.01,0.00
236,3.97,-5.17,-6.81, -0.06,-0.01,0.00
237,3.90,-5.29,-6.73, -0.07,-0.01,0.00
238,3.89,-5.10,-6.71, -0.07,-0.01,0.00
239,3.98,-5.00,-6.87, -0.07,-0.01,0.00
240,4.04,-5.02,-6.82, -0.06,-0.01,0.00
241,3.94,-5.08,-6.76, -0.07,-0.01,0.00
242,3.97,-5.07,-6.77, -0.07,-0.01,0.00
243,3.91,-5.20,-6.77, -0.07,-0.02,0.00
244,3.87,-5.19,-6.76, -0.07,-0.01,0.00
245,3.98,-5.05,-6.78, -0.07,-0.01,0.00
246,4.01,-4.95,-6.87, -0.07,-0.01,0.00
247,3.88,-4.87,-6.44, -0.03,-0.04,0.03
248,3.53,-10.14,-7.95, 0.09,0.40,1.28
249,4.86,-7.55,-7.34, -0.69,0.32,-0.31
250,0.85,-7.71,-1.46, -1.31,0.23,0.87
251,0.74,-4.54,-6.20, -0.41,0.04,2.94
252,2.50,-3.70,-4.15, -0.92,3.05,0.92
253,4.48,-5.60,-11.77, 0.04,0.30,1.24
254,3.73,-14.28,-8.93, 1.93,-0.20,1.11
255,4.07,-4.11,-9.13, 1.23,-0.62,0.09
256,4.60,-2.15,-4.75, 0.45,-1.52,0.21
257,3.01,-8.07,0.96, -0.40,-1.33,-0.29
258,3.14,-7.73,-6.62, -0.49,-0.93,0.30
259,4.90,-5.12,-8.84, -0.47,-0.39,0.64
260,5.44,-5.39,-8.86, -0.32,0.37,-0.13
261,4.72,-4.95,-7.69, 0.11,-0.04,-0.04
262,4.02,-4.80,-7.61, 0.11,0.40,-0.24
263,4.54,-3.78,-7.08, 0.17,0.27,-0.01
264,4.93,-3.74,-8.15, -0.08,0.22,0.13
265,3.75,-3.55,-7.48, -0.24,-0.07,0.23
266,4.07,-3.68,-8.03, -0.16,-0.14,0.28
267,3.92,-3.31,-8.23, -0.04,-0.32,0.26
268,3.95,-2.75,-6.87, 0.09,-0.31,0.23
269,4.54,-2.62,-6.65, 0.24,-0.24,0.18
270,4.36,-2.83,-5.89, 0.29,-0.38,0.05
271,4.37,-2.50,-5.65, 0.24,-0.24,-0.00
272,4.25,-2.35,-4.95, 0.25,-0.30,-0.06
273,3.61,-2.14,-4.50, 0.15,-0.25,-0.12
274,3.40,-2.31,-4.31, -0.04,-0.20,-0.27
275,3.70,-2.83,-4.32, -0.28,-0.08,-0.47
276,3.68,-3.02,-4.41, -0.45,0.06,-0.59
277,3.97,-3.67,-4.25, -0.72,0.14,-0.69
278,4.70,-4.92,-4.47, -1.02,0.13,-0.68
279,5.26,-6.28,-5.03, -1.18,0.27,-0.54
280,4.81,-7.39,-5.34, -0.96,0.33,-0.28
281,4.56,-7.87,-4.69, -0.78,0.38,-0.25
282,10.94,-2.05,-3.96, -1.02,1.06,0.60
283,-2.84,1.26,1.30, -1.52,-0.73,1.08
284,4.64,-6.56,-4.83, -0.92,1.10,-0.14
285,3.95,-6.49,-5.61, -0.96,1.74,0.42
286,3.43,-7.85,-9.30, -0.74,1.78,0.53
287,3.84,-7.19,-9.25, -0.26,1.81,0.30
288,3.53,-5.73,-7.89, -0.12,1.63,0.46
289,2.46,-6.07,-7.49, -0.65,1.62,0.40
290,2.56,-7.21,-7.26, -0.91,1.36,0.47
291,3.18,-7.29,-9.24, -0.68,1.08,0.87
292,2.74,-7.35,-9.49, -0.41,0.95,0.73
293,3.62,-6.01,-8.85, -0.15,0.73,0.97
294,3.60,-6.46,-8.15, -0.06,0.37,1.05
295,3.53,-6.01,-7.46, -0.02,0.21,1.24
296,3.22,-5.00,-6.68, 0.04,0.18,1.24
297,3.77,-4.50,-6.52, -0.30,0.29,1.08
298,4.93,-5.26,-7.50, -0.47,0.36,0.89
299,5.71,-6.38,-9.96, -0.18,0.27,0.76
300,6.34,-5.93,-9.36, 0.27,0.24,0.53
301,6.56,-5.06,-7.37, 0.29,0.25,0.23
302,7.15,-5.50,-6.44, -0.07,0.65,0.07
303,7.53,-6.68,-7.13, -0.33,0.68,0.23
304,7.30,-6.33,-8.28, -0.34,0.86,0.54
305,6.13,-5.31,-8.67, -0.35,0.66,0.69
306,4.90,-5.07,-9.07, -0.41,0.45,0.72
307,4.50,-5.26,-8.65, -0.34,-0.11,0.79
308,4.52,-5.09,-7.24, -0.23,-0.37,0.92
309,4.80,-4.61,-5.45, -0.22,-0.50,0.97
310,4.72,-4.25,-4.91, -0.24,-0.34,0.93
311,4.82,-4.23,-4.50, -0.28,-0.07,0.82
312,4.68,-4.07,-4.24, -0.41,0.26,0.78
313,4.80,-4.38,-4.64, -0.63,0.52,0.81
314,4.85,-4.66,-5.64, -0.73,0.70,0.88
315,4.23,-4.31,-6.28, -0.73,0.83,0.90
316,3.72,-4.27,-7.06, -0.70,0.83,0.85
317,3.53,-4.63,-7.68, -0.64,0.65,0.80
318,3.58,-4.72,-7.53, -0.56,0.40,0.74
319,3.79,-4.65,-6.99, -0.58,0.28,0.63
320,4.36,-5.04,-6.96, -0.58,0.20,0.56
321,4.36,-4.88,-6.51, -0.61,0.16,0.59
322,4.39,-5.10,-6.85, -0.79,0.07,0.66
323,4.73,-5.34,-7.63, -0.80,-0.03,0.67
324,4.77,-5.53,-7.94, -0.70,-0.23,0.54
325,4.63,-5.69,-7.92, -0.56,-0.22,0.36
326,5.09,-5.48,-8.73, -0.38,-0.37,0.17
327,5.54,-5.44,-9.91, 0.24,-0.40,0.09
328,4.79,-4.17,-7.76, 0.56,-0.50,-0.09
329,5.94,-3.76,-6.68, 0.48,-0.55,-0.48
330,8.28,-4.00,-5.33, 0.39,-0.32,-0.62
331,7.90,-4.34,-4.83, -0.07,-0.48,-0.45
332,7.39,-5.41,-4.77, -0.32,-0.33,-0.22
333,6.73,-5.82,-4.96, -0.38,0.06,0.31
334,6.11,-4.29,-3.88, -0.29,0.65,0.93
335,4.97,-3.22,-4.14, -0.44,0.69,1.04
336,4.07,-2.29,-5.08, -0.50,1.05,0.96
337,3.29,-2.49,-6.60, -0.53,1.07,0.60
338,4.76,-3.03,-5.66, -0.29,1.12,0.36
339,4.51,-3.59,-6.32, -0.03,1.44,0.33
340,2.85,-5.29,-9.84, 0.28,0.88,0.69
341,3.19,-3.58,-8.07, 0.35,1.03,1.01
342,3.56,-2.34,-5.44, -0.05,0.47,1.23
343,3.26,-1.11,-3.78, -0.61,0.19,1.38
344,2.28,-1.65,-3.84, -1.18,0.36,1.31
345,1.36,-2.36,-5.83, -1.36,0.54,1.12
346,1.47,-3.61,-6.61, -1.11,0.73,0.78
347,2.27,-3.68,-6.53, -0.79,0.97,0.46
348,1.75,-3.61,-6.71, -0.54,1.11,0.22
349,1.16,-4.25,-7.57, -0.32,1.13,0.09
350,3.17,-6.16,-7.59, -0.20,0.68,0.12
351,3.32,-5.02,-5.49, -0.35,0.77,0.32
352,3.89,-5.71,-5.81, -0.74,0.84,0.43
353,4.90,-7.28,-8.09, -0.88,0.35,0.79
354,4.17,-5.68,-6.98, -0.61,0.41,0.81
355,6.02,-4.39,-5.74, -0.16,0.46,0.48
356,4.58,-5.17,-7.99, -0.36,0.72,0.87
357,3.13,-5.65,-8.45, -0.67,0.38,1.02
358,5.06,-7.02,-8.71, -0.70,0.61,1.00
359,4.81,-7.30,-8.69, -0.45,0.58,1.12
360,4.06,-6.96,-8.82, -0.12,0.90,0.89
361,5.08,-7.06,-7.83, 0.05,0.88,0.76
362,5.50,-6.68,-8.00, 0.01,0.49,1.11
363,5.30,-5.78,-7.92, -0.20,0.07,1.54
364,-0.07,-3.74,-5.06, -0.70,-0.75,1.54
365,1.75,-3.90,-3.84, -1.43,-1.79,1.22
366,4.55,-4.98,-4.75, -1.64,-1.93,1.11
367,9.63,-4.40,-8.40, -1.53,-1.55,1.25
368,-0.88,-2.97,-8.05, -0.24,-0.45,0.86
369,3.17,-10.98,-1.72, 1.89,1.67,0.68
370,2.12,-5.64,-8.71, -0.35,1.30,-3.07
371,4.36,-0.96,-11.20, 0.61,0.76,1.28
372,2.53,-4.53,-7.13, 0.15,1.62,1.05
373,1.96,-2.62,-5.52, 0.23,0.87,1.08
374,2.98,-4.26,-4.99, -0.59,1.21,0.94
375,2.99,-6.35,-7.06, -0.76,1.20,0.65
376,3.04,-6.17,-7.02, -0.63,1.10,0.52
377,3.49,-6.01,-6.70, -0.48,1.00,0.40
378,3.32,-6.59,-8.51, -0.13,0.72,0.31
379,3.17,-6.32,-7.30, 0.14,0.56,0.35
380,3.89,-6.06,-6.32, 0.10,0.51,0.34
381,4.35,-6.13,-7.07, -0.03,0.76,0.47
382,3.72,-5.90,-7.24, 0.35,0.65,0.59
383,4.14,-5.26,-6.77, 0.17,1.02,0.69
384,3.87,-4.78,-6.07, 0.23,0.90,0.71
385,3.27,-4.59,-4.22, -0.21,0.88,0.69
386,3.11,-5.18,-4.89, -0.52,0.82,0.73
387,2.00,-5.37,-5.72, -0.59,0.42,0.63
388,2.08,-5.60,-7.12, -0.62,0.33,0.51
389,3.21,-4.32,-7.70, -0.55,0.36,0.51
390,3.98,-3.21,-6.61, -0.75,0.62,0.68
391,3.04,-3.92,-6.63, -0.75,0.75,0.74
392,2.60,-5.55,-7.52, -0.68,0.92,0.53
393,2.12,-6.20,-7.76, -0.47,0.93,0.33
394,2.55,-5.63,-6.29, -0.10,0.62,0.25
395,3.37,-5.14,-5.23, -0.30,0.54,0.34
396,4.22,-4.71,-6.51, -0.54,0.35,0.55
397,3.99,-5.83,-8.96, -0.39,0.13,0.60
398,3.54,-6.03,-9.67, -0.08,0.15,0.55
399,3.42,-5.27,-7.93, 0.07,0.15,0.39
400,3.58,-4.72,-6.86, 0.03,0.22,0.31
401,3.81,-4.22,-5.91, -0.12,0.30,0.30
402,3.17,-4.89,-5.97, -0.25,0.24,0.29
403,2.71,-5.05,-6.30, -0.36,0.25,0.09
404,1.37,-3.86,-5.81, -0.29,0.21,-0.16
405,1.99,-5.88,-5.57, -0.31,-0.07,-0.19
406,1.65,-5.57,-5.68, -0.34,-0.28,-0.38
407,2.99,-5.99,-6.28, -0.49,-0.50,-0.72
408,4.59,-5.97,-6.69, -0.61,-0.16,-0.76
409,3.41,-6.68,-8.13, -0.14,-0.47,-0.84
410,3.88,-5.53,-7.91, -0.10,-0.19,-0.62
411,4.27,-6.35,-8.34, 0.31,-0.34,-0.46
412,3.17,-4.54,-6.36, 0.18,-0.15,-0.16
413,3.58,-4.99,-6.41, -0.11,-0.16,-0.14
414,4.69,-5.45,-9.57, -0.21,0.09,0.04
415,4.25,-5.03,-10.19, 0.14,0.19,0.32
416,2.54,-5.27,-6.79, 0.25,-0.07,0.21
417,2.94,-5.53,-6.31, 0.04,0.20,0.07
418,3.03,-4.95,-5.39, 0.02,-0.13,0.07
419,3.38,-5.22,-6.32, -0.42,0.22,0.15
420,3.41,-5.84,-6.43, -0.32,0.05,0.18
421,2.93,-5.99,-6.39, -0.12,0.08,0.20
422,2.87,-4.87,-5.71, -0.31,0.18,0.13
423,3.49,-6.05,-7.37, -0.28,0.09,0.10
424,7.02,-5.56,-7.26, -0.22,0.48,-0.23
425,2.86,-4.15,-5.04, 0.71,0.40,-0.08
426,3.92,-4.39,-4.98, 0.26,1.14,-0.26
427,3.27,-6.17,-8.41, 0.22,0.94,-0.11
428,1.24,-5.40,-6.11, 0.13,-0.01,0.03
429,3.10,-6.05,-6.84, -0.54,-0.34,0.35
430,4.09,-6.37,-6.77, -0.34,-1.21,0.73
431,3.66,-6.32,-6.29, -0.72,-0.94,0.92
432,2.77,-6.76,-6.44, -0.58,-0.92,0.81
433,2.45,-6.44,-7.37, -0.45,-0.08,0.54
434,1.93,-5.38,-6.72, -0.24,0.34,0.16
435,2.15,-4.41,-5.19, -0.32,0.53,-0.18
436,3.58,-4.77,-6.17, -0.37,0.80,-0.25
437,3.33,-4.37,-5.50, -0.25,0.83,-0.28
438,5.23,-5.78,-9.04, -0.53,1.06,-0.13
439,3.80,-5.80,-8.35, -0.47,0.19,0.11
440,4.02,-6.71,-10.57, -0.57,0.01,0.43
441,4.73,-6.38,-9.49, -0.31,-0.55,0.72
442,3.37,-4.76,-7.33, -0.20,-0.31,0.65
443,4.79,-4.55,-7.90, -0.32,0.12,0.44
444,5.71,-6.23,-11.10, 0.21,0.14,0.49
445,3.97,-6.42,-7.70, 0.41,0.24,0.42
446,2.59,-4.89,-5.43, 0.14,0.28,0.24
447,2.83,-4.25,-5.26, -0.16,0.35,0.14
448,3.47,-5.02,-5.99, -0.14,0.08,0.08
449,3.98,-6.02,-6.79, -0.20,0.20,0.07
450,5.23,-6.86,-6.05, 0.02,0.08,0.18
451,3.67,-5.48,-4.75, -0.09,0.39,0.17
452,2.02,-4.30,-5.81, -0.15,0.57,-0.04
453,1.53,-4.01,-7.49, -0.08,0.48,-0.35
454,1.86,-4.84,-7.91, -0.03,0.25,-0.52
455,4.84,-6.18,-6.73, -0.00,0.19,-0.48
456,4.33,-5.31,-5.79, -0.00,0.12,-0.43
457,4.98,-5.01,-6.14, -0.15,0.21,-0.26
458,4.34,-4.45,-5.93, 0.00,-0.07,-0.25
459,4.84,-5.11,-5.70, -0.23,0.09,-0.30
460,4.97,-5.00,-5.73, -0.24,0.12,-0.25
461,4.97,-4.95,-6.05, -0.25,0.05,-0.16
462,4.50,-4.63,-5.87, -0.30,0.06,-0.09
463,4.76,-5.44,-6.64, -0.19,-0.08,-0.02
464,4.39,-5.23,-6.29, -0.20,-0.07,-0.04
465,4.64,-5.04,-6.44, -0.15,-0.15,-0.07
466,5.07,-5.21,-6.90, -0.15,-0.16,-0.02
467,5.07,-5.40,-7.00, -0.08,-0.18,-0.01
