Step,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
67,-9.62,0.43,2.50, -0.08,-0.01,0.01
68,-9.65,0.44,2.64, -0.07,-0.00,0.01
69,-9.66,0.51,2.45, -0.07,-0.00,0.01
70,-9.67,0.50,2.43, -0.07,-0.01,0.01
71,-9.63,0.51,2.47, -0.07,-0.00,0.00
72,-9.61,0.49,2.55, -0.08,-0.00,0.00
73,-9.63,0.51,2.52, -0.07,-0.01,0.01
74,-9.66,0.51,2.41, -0.08,-0.00,0.01
75,-9.69,0.50,2.52, -0.07,-0.00,0.01
76,-9.63,0.47,2.57, -0.07,-0.00,0.01
77,-9.63,0.48,2.49, -0.07,-0.00,0.01
78,-9.64,0.55,2.51, -0.07,-0.00,0.01
79,-9.67,0.45,2.46, -0.07,-0.00,0.01
80,-9.63,0.50,2.49, -0.07,-0.00,0.01
81,-9.62,0.51,2.45, -0.08,-0.00,0.01
82,-9.65,0.52,2.56, -0.07,-0.01,0.01
83,-9.68,0.48,2.48, -0.07,-0.00,0.01
84,-9.66,0.51,2.50, -0.08,-0.00,0.01
85,-9.60,0.52,2.53, -0.07,0.00,0.01
86,-9.64,0.48,2.47, -0.08,-0.00,-0.00
87,-9.64,0.43,2.50, -0.08,-0.01,-0.01
88,-9.55,0.49,2.67, -0.07,-0.00,0.02
89,-9.65,0.57,2.48, -0.07,0.00,0.04
90,-9.73,0.60,2.61, -0.08,-0.00,0.01
91,-9.64,0.51,2.48, -0.08,-0.01,-0.02
92,-9.63,0.36,2.45, -0.08,-0.01,-0.01
93,-9.64,0.46,2.41, -0.07,-0.00,0.02
94,-9.70,0.54,2.53, -0.07,-0.00,0.03
95,-9.68,0.51,2.54, -0.07,-0.00,0.00
96,-9.65,0.49,2.49, -0.08,-0.01,-0.00
97,-9.62,0.47,2.54, -0.08,-0.00,0.01
98,-9.70,0.51,2.49, -0.07,-0.00,0.02
99,-9.67,0.51,2.49, -0.08,-0.00,0.01
100,-9.62,0.46,2.54, -0.07,-0.00,-0.00
101,-9.63,0.38,2.59, -0.07,-0.00,0.01
102,-9.63,0.46,2.50, -0.07,0.00,0.02
103,-9.67,0.48,2.49, -0.07,-0.00,0.01
104,-9.72,0.46,2.49, -0.08,-0.00,0.00
105,-9.67,0.50,2.47, -0.08,-0.00,-0.00
106,-9.57,0.42,2.52, -0.07,-0.01,0.01
107,-9.69,0.51,2.57, -0.08,-0.00,0.01
108,-9.68,0.52,2.57, -0.07,-0.00,0.01
109,-9.73,0.48,2.48, -0.08,-0.00,0.01
110,-9.70,0.50,2.45, -0.07,-0.00,0.01
111,-9.67,0.52,2.48, -0.07,-0.00,0.01
112,-9.71,0.45,2.45, -0.08,-0.00,0.01
113,-9.61,0.46,2.50, -0.07,-0.01,0.01
114,-9.67,0.46,2.41, -0.07,-0.00,0.01
115,-9.70,0.53,2.47, -0.07,-0.00,0.01
116,-9.60,0.51,2.54, -0.07,-0.00,0.00
117,-9.71,0.48,2.52, -0.08,-0.00,0.01
118,-9.64,0.47,2.51, -0.07,-0.00,0.01
119,-9.60,0.50,2.55, -0.08,-0.00,0.01
120,-9.64,0.45,2.48, -0.07,-0.00,0.01
121,-9.74,0.50,2.48, -0.07,-0.00,0.01
122,-9.65,0.52,2.50, -0.07,0.00,0.02
123,-9.69,0.54,2.50, -0.07,-0.00,0.01
124,-9.63,0.55,2.46, -0.08,-0.00,0.00
125,-9.69,0.52,2.44, -0.08,-0.01,0.00
126,-9.66,0.50,2.54, -0.08,-0.00,0.00
127,-9.73,0.52,2.51, -0.07,-0.00,0.01
128,-9.65,0.46,2.57, -0.07,-0.00,0.01
129,-9.64,0.41,2.48, -0.07,-0.00,0.01
130,-9.66,0.46,2.45, -0.07,-0.00,0.01
131,-9.66,0.50,2.55, -0.07,-0.00,0.01
132,-9.65,0.51,2.45, -0.07,-0.00,0.00
133,-9.63,0.52,2.50, -0.07,-0.00,0.00
134,-9.66,0.47,2.49, -0.08,-0.00,0.01
135,-9.62,0.46,2.59, -0.07,0.00,0.01
136,-9.64,0.46,2.42, -0.07,-0.00,0.01
137,-9.68,0.53,2.46, -0.07,-0.00,0.01
138,-9.71,0.50,2.53, -0.07,-0.00,0.00
139,-9.65,0.46,2.54, -0.07,-0.01,0.01
140,-9.61,0.44,2.62, -0.07,0.00,0.01
141,-9.62,0.49,2.61, -0.07,0.00,0.01
142,-9.66,0.56,2.46, -0.07,-0.00,0.01
143,-9.09,-0.15,2.70, -0.04,0.01,-0.03
144,-9.77,0.97,2.89, -0.05,0.01,0.27
145,-9.94,0.70,2.16, -0.03,0.01,0.25
146,-9.88,0.23,2.25, -0.03,-0.07,-0.01
147,-11.59,-0.45,2.60, 0.16,-0.28,-0.55
148,-13.82,-2.23,2.86, 0.35,-0.43,0.02
149,-10.40,0.41,2.30, 0.54,-0.63,-0.13
150,-11.09,1.44,2.52, 0.43,-0.81,-0.12
151,-11.46,0.52,2.51, 0.29,-1.08,-0.04
152,-10.81,0.60,3.17, 0.34,-1.33,-0.11
153,-10.19,1.66,3.41, 0.28,-1.51,-0.09
154,-10.37,2.76,3.70, -0.03,-1.69,0.00
155,-10.86,0.21,3.68, -0.21,-1.92,0.03
156,-10.17,-0.13,3.94, -0.08,-2.10,-0.25
157,-9.52,0.24,4.25, -0.01,-2.23,-0.47
158,-8.98,0.29,4.09, 0.07,-2.27,-0.57
159,-9.91,1.36,4.62, -0.11,-2.52,0.04
160,-7.75,0.45,5.82, -0.28,-2.74,0.54
161,-6.59,1.37,6.21, -0.35,-2.59,0.28
162,-7.33,1.44,7.04, -0.57,-2.57,0.11
163,-6.25,-0.39,6.81, -0.60,-2.51,-0.03
164,-5.95,-1.11,7.13, -0.33,-2.23,-0.51
165,-6.11,-1.50,7.17, 0.04,-2.24,-0.86
166,-3.73,-0.37,7.56, 0.16,-2.08,-0.59
167,-4.77,1.19,8.36, 0.06,-1.78,0.01
168,-6.06,1.52,8.51, 0.04,-1.42,0.26
169,-6.51,-1.05,9.36, 0.13,-1.55,-0.16
170,-7.02,-0.82,9.69, 0.32,-1.73,-0.32
171,-3.03,-0.18,9.30, 0.32,-1.93,-0.12
172,-2.74,-0.34,9.63, 0.38,-1.91,0.74
173,-3.53,0.56,9.45, 0.26,-1.94,0.63
174,-3.27,2.58,10.25, 0.17,-1.92,0.30
175,-1.81,-1.21,9.54, 0.02,-1.81,-0.45
176,0.10,0.40,10.64, -0.08,-1.46,-0.06
177,-0.99,0.85,9.97, -0.12,-1.53,0.55
178,-1.85,0.11,10.87, -0.14,-1.69,0.51
179,-2.09,0.33,11.02, -0.05,-1.86,0.10
180,-0.34,0.96,10.15, -0.11,-1.70,-0.17
181,0.93,0.78,9.66, -0.15,-1.60,-0.17
182,1.44,1.05,11.44, -0.15,-1.61,0.04
183,0.88,0.26,10.69, -0.09,-1.68,0.33
184,1.35,0.20,9.71, -0.12,-1.54,0.11
185,1.97,-0.37,9.71, -0.05,-1.39,-0.12
186,2.46,0.49,9.87, 0.04,-1.21,-0.21
187,2.66,1.49,10.14, -0.08,-1.06,-0.34
188,2.88,0.61,10.19, -0.15,-0.93,-0.31
189,2.89,-0.20,9.88, -0.07,-0.83,-0.21
190,2.96,-0.58,9.89, 0.06,-0.72,-0.11
191,3.27,0.26,9.87, 0.17,-0.58,-0.07
192,3.06,1.97,10.25, 0.06,-0.45,-0.03
193,3.03,0.66,10.00, -0.02,-0.38,-0.05
194,3.22,0.49,9.94, -0.00,-0.30,-0.06
195,3.48,0.51,10.06, 0.01,-0.18,-0.06
196,3.34,0.56,10.01, 0.05,-0.06,-0.00
197,2.93,1.39,10.11, 0.01,-0.03,0.05
198,2.77,1.04,10.19, -0.07,0.01,-0.01
199,3.01,0.39,9.88, -0.08,0.07,-0.08
200,3.03,0.27,10.05, 0.00,0.15,-0.01
201,2.77,0.83,10.07, 0.06,0.18,0.06
202,2.50,1.27,9.98, -0.02,0.18,0.02
203,2.60,1.04,10.20, -0.10,0.20,-0.09
204,2.55,0.96,10.30, -0.12,0.22,-0.07
205,2.54,0.58,10.04, -0.10,0.22,-0.02
206,2.39,1.10,10.20, -0.10,0.22,-0.01
207,2.53,1.19,10.25, -0.15,0.23,0.02
208,2.19,1.32,10.21, -0.25,0.24,-0.06
209,2.50,0.37,10.22, -0.27,0.27,-0.06
210,1.67,-0.48,9.94, -0.14,0.23,0.05
211,2.00,1.30,10.58, -0.08,0.22,-0.15
212,3.47,1.83,11.34, -0.23,0.45,-0.12
213,2.42,0.45,11.26, -0.20,0.53,0.48
214,2.19,0.00,11.82, 0.04,0.57,0.39
215,2.10,-0.57,13.08, 0.10,0.70,0.01
216,2.40,1.70,13.00, -0.04,0.81,-0.31
217,2.42,0.41,12.71, -0.15,0.96,-0.31
218,1.75,0.29,12.89, 0.05,0.97,0.04
219,1.73,0.51,13.01, 0.19,0.89,0.12
220,1.34,0.54,13.24, 0.33,0.81,0.09
221,0.88,1.25,13.19, 0.25,0.66,-0.14
222,1.07,0.97,12.43, 0.09,0.53,-0.35
223,1.02,1.25,12.01, -0.09,0.43,-0.30
224,0.18,1.36,11.66, -0.47,0.31,-0.21
225,-0.23,0.66,10.98, -0.75,0.04,-0.18
226,-0.41,0.29,10.61, -0.88,-0.18,-0.12
227,-0.43,1.26,10.22, -1.00,-0.42,-0.40
228,-0.28,0.67,9.94, -1.10,-0.60,-0.60
229,-0.48,-0.27,9.66, -1.02,-0.74,-0.65
230,0.17,-0.16,9.38, -0.87,-0.82,-0.61
231,0.57,-1.13,8.77, -0.73,-0.77,-0.62
232,0.76,-2.38,8.88, -0.46,-0.65,-0.42
233,0.36,-1.09,9.45, -0.26,-0.50,-0.25
234,0.14,-0.64,8.28, -0.29,-0.37,-0.63
235,0.39,-0.56,6.62, -0.40,-0.26,-0.55
236,0.58,-0.49,7.35, -0.55,-0.11,-0.32
237,1.15,0.12,8.91, -0.71,0.09,-0.35
238,1.47,-0.29,9.49, -0.86,0.34,-0.49
239,1.58,0.10,9.57, -0.93,0.53,-0.46
240,1.87,0.00,10.97, -0.98,0.71,-0.25
241,1.62,-1.47,12.57, -0.85,0.86,-0.09
242,1.89,-3.65,12.95, -0.41,0.97,0.40
243,1.17,-2.03,12.70, 0.08,1.05,0.83
244,1.38,-1.73,11.19, 0.18,1.08,0.47
245,0.74,-1.44,9.42, 0.23,1.14,0.24
246,-0.11,-0.97,8.39, 0.22,1.12,0.17
247,-0.30,-1.97,8.63, 0.20,1.00,0.30
248,-0.85,-1.71,9.46, 0.12,0.77,0.38
249,-1.54,-2.11,9.59, 0.12,0.41,0.28
250,-1.36,-2.04,9.22, 0.08,0.00,0.19
251,-1.11,-2.38,9.22, 0.05,-0.32,0.26
252,-1.02,-1.16,8.52, -0.06,-0.62,0.25
253,-0.84,-1.04,8.12, -0.22,-0.80,0.23
254,-0.67,-0.75,8.46, -0.38,-0.88,0.20
255,-0.41,0.02,9.76, -0.62,-0.94,0.16
256,-0.01,-2.26,9.67, -0.53,-0.94,-0.12
257,0.59,-2.01,8.99, -0.18,-0.82,0.10
258,0.69,-1.00,8.99, -0.03,-0.64,0.30
259,0.76,-0.61,9.65, -0.06,-0.41,0.26
260,0.76,-0.98,10.36, -0.09,-0.17,0.09
261,0.88,-1.07,10.15, -0.01,0.01,-0.01
262,0.72,-0.88,9.85, 0.08,0.16,0.03
263,0.34,-0.91,10.03, 0.13,0.26,0.12
264,0.24,-0.78,10.26, 0.17,0.30,0.08
265,0.31,-1.15,10.24, 0.23,0.33,0.02
266,0.21,-0.87,10.32, 0.22,0.35,0.05
267,0.09,-0.31,10.03, 0.17,0.34,0.06
268,0.07,-0.02,9.57, -0.00,0.31,0.23
269,-0.06,-0.77,9.07, -0.13,0.27,0.48
270,-0.33,-0.63,9.43, -0.29,0.23,0.65
271,-0.64,-1.19,9.88, -0.44,0.18,0.33
272,-0.40,-1.45,9.85, -0.42,0.12,-0.05
273,-0.25,-1.17,9.38, -0.38,0.09,-0.20
274,0.06,-0.99,9.17, -0.29,0.12,-0.10
275,-0.23,-0.68,9.34, -0.27,0.13,-0.04
276,-0.29,-0.68,9.06, -0.33,0.10,-0.10
277,-0.64,-1.17,9.23, -0.31,0.04,-0.16
278,-0.44,-1.18,8.95, -0.19,-0.06,-0.33
279,-0.28,-1.05,8.90, -0.09,-0.11,-0.32
280,-0.66,-1.35,8.91, 0.01,-0.21,-0.26
281,-0.60,-0.81,8.68, 0.09,-0.32,-0.25
282,-0.39,-1.13,8.53, 0.10,-0.42,-0.22
283,-0.37,-1.48,9.06, 0.17,-0.53,-0.13
284,-0.49,-0.87,9.14, 0.13,-0.65,-0.19
285,-0.64,-0.31,8.63, 0.03,-0.75,-0.24
286,-0.22,-0.45,8.28, -0.08,-0.81,-0.32
287,0.55,-0.78,8.51, -0.13,-0.74,-0.24
288,0.97,-0.69,9.84, -0.14,-0.57,-0.17
289,0.94,-0.50,9.79, -0.18,-0.40,-0.45
290,1.67,-0.82,9.16, -0.15,-0.14,-0.46
291,1.57,-0.63,9.92, -0.07,0.10,-0.31
292,1.54,-1.07,10.57, -0.04,0.30,-0.35
293,1.50,-1.40,10.88, 0.04,0.46,-0.35
294,-0.17,-2.90,11.60, 0.19,0.48,-0.54
295,1.78,-1.40,12.00, 0.34,0.50,-0.75
296,1.37,-1.44,11.35, 0.22,0.60,-0.66
297,0.97,-1.27,11.50, 0.15,0.68,-0.49
298,0.79,-1.25,11.73, 0.01,0.64,-0.44
299,0.71,-1.43,12.01, -0.08,0.51,-0.38
300,0.11,-1.61,12.09, -0.20,0.38,-0.50
301,0.31,-1.58,11.96, -0.31,0.27,-0.45
302,0.40,-2.02,11.97, -0.34,0.18,-0.46
303,0.70,-2.15,12.16, -0.28,0.12,-0.38
304,0.67,-1.83,12.32, -0.24,0.10,-0.21
305,0.78,-1.35,11.86, -0.26,0.05,-0.26
306,0.39,-3.10,11.72, -0.22,0.01,-0.34
307,1.10,-1.79,11.05, -0.18,-0.01,-0.44
308,0.93,-0.12,10.47, -0.28,0.01,-0.24
309,1.22,-1.16,11.22, -0.44,0.02,-0.34
310,0.80,-1.59,11.92, -0.39,-0.06,-0.24
311,1.31,-2.23,10.80, -0.28,-0.20,-0.16
312,1.04,-2.76,10.68, -0.04,-0.20,0.53
313,0.98,-1.88,10.66, 0.12,-0.40,0.03
314,0.72,-1.57,10.08, 0.14,-0.50,-0.16
315,0.64,-1.09,9.59, 0.06,-0.55,-0.15
316,1.54,-1.40,9.71, -0.14,-0.48,-0.11
317,1.28,-2.44,11.06, -0.27,-0.28,0.11
318,1.26,-2.28,11.40, -0.26,-0.12,0.39
319,1.23,-2.35,10.98, -0.09,0.07,0.41
320,0.85,-1.21,11.33, -0.07,0.25,0.24
321,0.17,-2.04,11.87, 0.01,0.44,0.29
322,0.93,-2.97,11.43, 0.34,0.58,0.36
323,-0.28,-1.75,11.21, 0.61,0.62,0.50
324,0.40,-2.44,9.75, 0.68,0.66,0.07
325,0.30,-1.08,9.49, 0.74,0.84,-0.03
326,-0.20,-1.35,9.33, 0.70,1.06,-0.34
327,1.35,-1.55,8.73, 0.86,1.53,-0.43
328,0.69,-0.01,7.24, 0.74,2.18,-0.43
329,-0.73,0.97,7.64, 0.46,2.77,-0.66
330,-1.65,-1.02,9.06, 0.28,2.99,-0.75
331,-1.55,-1.78,9.78, 0.39,2.88,-0.35
332,-6.01,-0.72,9.95, 0.35,2.33,0.16
333,-2.42,-1.21,8.63, 0.24,1.90,0.26
334,-4.13,1.05,8.84, 0.00,1.34,0.01
335,-4.90,0.39,9.65, -0.04,0.67,-0.03
336,-4.79,0.11,10.12, -0.09,0.12,-0.02
337,-4.32,0.58,9.79, -0.08,-0.13,0.05
338,-4.54,0.52,9.92, -0.01,-0.19,0.28
339,-4.17,-0.59,10.44, 0.18,-0.12,0.51
340,-4.68,2.34,7.74, 0.62,1.04,1.32
341,-6.77,3.61,16.57, 0.38,1.00,0.29
342,-4.58,1.46,9.66, 0.32,0.86,0.63
343,-3.86,1.80,9.55, 0.01,0.69,0.76
344,-4.19,1.79,8.78, -0.11,0.91,0.46
345,-4.96,2.56,8.85, -0.25,1.03,0.15
346,-3.99,2.18,8.88, -0.45,1.15,-0.26
347,-3.39,0.36,8.82, -0.56,1.36,-0.22
348,-3.54,0.08,8.47, -0.54,1.64,0.07
349,-4.82,0.43,8.12, -0.48,1.87,-0.20
350,-4.07,0.04,7.71, -0.39,2.10,0.21
351,-5.31,-0.08,7.14, -0.33,2.33,0.10
352,-6.20,0.26,6.69, -0.32,2.39,0.57
353,-7.65,-1.51,7.37, -0.25,2.59,0.17
354,-7.06,0.17,4.82, -0.14,2.66,0.07
355,-7.98,0.88,4.71, -0.15,2.85,0.08
356,-8.54,1.24,4.08, -0.28,2.91,0.09
357,-10.52,0.50,4.57, -0.26,2.69,0.12
358,-9.93,-0.01,3.40, -0.26,2.45,0.09
359,-11.46,-0.27,3.52, -0.14,2.22,0.01
360,-10.90,1.27,3.40, -0.16,1.88,0.01
361,-9.97,1.45,2.78, -0.27,1.70,0.05
362,-20.46,-1.93,2.52, -0.16,0.97,0.04
363,-10.76,1.75,2.52, -0.29,0.06,0.48
364,-9.95,0.91,2.53, -0.54,-0.01,-0.00
365,-9.75,0.56,2.64, -0.44,-0.09,0.01
366,-9.63,0.27,2.51, -0.31,-0.12,-0.32
367,-8.09,-0.35,2.97, -0.19,-0.05,0.03
368,-9.42,-0.61,2.39, -0.04,-0.02,0.01
369,-9.49,0.15,2.88, 0.07,0.02,-0.02
370,-8.93,1.47,3.17, 0.07,0.03,-0.01
371,-9.56,0.78,2.93, -0.05,0.05,-0.00
372,-9.46,0.65,2.92, -0.08,-0.01,0.01
373,-9.65,0.60,2.94, -0.07,0.00,0.01
374,-9.43,0.38,2.90, -0.07,-0.00,0.01
375,-9.65,0.50,2.94, -0.08,-0.00,0.01
376,-9.57,0.43,2.79, -0.07,0.00,0.01
377,-9.46,0.48,2.88, -0.07,-0.00,0.01
378,-9.60,0.48,2.85, -0.07,-0.00,0.01
379,-9.66,0.50,2.94, -0.07,-0.00,0.01
380,-9.62,0.46,2.96, -0.07,-0.00,0.01
381,-9.59,0.38,2.88, -0.07,-0.00,0.01
382,-9.58,0.46,2.89, -0.07,0.00,0.01
383,-9.62,0.49,2.86, -0.07,-0.00,0.01
384,-9.54,0.49,2.83, -0.07,0.00,0.01
385,-9.61,0.47,2.83, -0.07,0.00,0.01
386,-9.49,0.40,2.96, -0.07,0.00,0.01
387,-9.51,0.44,2.94, -0.07,0.00,0.01
388,-9.49,0.47,2.97, -0.07,-0.00,0.01
389,-9.60,0.46,2.89, -0.08,-0.00,0.01
390,-9.55,0.48,2.86, -0.07,-0.00,0.01
391,-9.61,0.39,2.83, -0.07,-0.01,0.01
392,-9.52,0.50,2.84, -0.07,0.00,0.01
393,-9.56,0.52,2.90, -0.07,-0.00,0.01
394,-9.57,0.40,2.91, -0.07,-0.00,0.01
395,-9.57,0.46,2.83, -0.07,-0.01,0.01
396,-9.48,0.51,2.83, -0.07,-0.00,0.01
397,-9.59,0.51,2.85, -0.07,0.00,0.01
398,-9.53,0.41,2.91, -0.07,0.00,0.01
399,-9.54,0.43,2.93, -0.08,-0.00,0.01
400,-9.52,0.49,2.90, -0.07,0.00,0.01
401,-9.69,0.43,2.90, -0.08,-0.00,0.01
402,-9.50,0.40,2.84, -0.08,0.00,0.01
403,-9.65,0.47,2.91, -0.07,-0.00,0.01
404,-9.54,0.46,2.79, -0.07,-0.00,0.01
405,-9.53,0.40,3.00, -0.07,-0.00,0.01
406,-9.57,0.43,2.90, -0.08,-0.00,0.01
407,-9.50,0.48,2.84, -0.08,-0.00,0.01
408,-9.62,0.43,2.84, -0.07,-0.00,0.01
409,-9.56,0.43,2.83, -0.07,-0.00,0.01
410,-9.55,0.40,2.85, -0.07,-0.00,0.01
411,-9.54,0.48,2.80, -0.07,-0.00,0.01
412,-9.56,0.47,2.90, -0.08,-0.00,0.01
413,-9.58,0.46,2.84, -0.07,-0.00,0.01
414,-9.57,0.46,2.88, -0.07,-0.00,0.01
415,-9.54,0.43,2.88, -0.08,-0.00,0.01
416,-9.59,0.48,2.84, -0.07,-0.00,0.01
417,-9.53,0.43,2.88, -0.08,-0.00,0.01
418,-9.59,0.46,2.91, -0.07,-0.00,0.01
419,-9.57,0.47,2.88, -0.07,0.00,0.01
420,-9.55,0.48,2.83, -0.07,-0.00,0.01
421,-9.57,0.45,2.87, -0.07,-0.00,0.01
422,-9.60,0.44,2.88, -0.07,0.00,0.01
423,-9.60,0.45,2.80, -0.07,-0.00,0.01
424,-9.59,0.38,2.91, -0.08,-0.00,0.01
425,-9.53,0.40,2.85, -0.07,-0.00,0.01
426,-9.61,0.45,2.92, -0.07,-0.00,0.01
427,-9.45,0.44,2.88, -0.08,-0.00,0.01
428,-9.51,0.45,2.92, -0.08,-0.00,0.00
429,-9.54,0.50,2.91, -0.08,-0.00,0.00
430,-9.56,0.57,2.89, -0.07,-0.00,0.01
431,-9.60,0.48,2.85, -0.08,-0.00,0.01
432,-9.61,0.47,2.82, -0.07,-0.01,0.01
433,-9.57,0.52,2.84, -0.07,-0.00,0.01
434,-9.58,0.48,2.82, -0.07,-0.00,0.01
435,-9.58,0.47,2.96, -0.07,-0.00,0.01
436,-9.57,0.42,2.95, -0.07,0.00,0.01
437,-9.55,0.48,2.90, -0.07,0.00,0.01
438,-9.53,0.50,2.89, -0.08,-0.00,0.01
439,-9.56,0.55,2.89, -0.08,-0.00,0.01
440,-9.57,0.41,2.85, -0.07,-0.00,0.01
441,-9.57,0.45,2.86, -0.07,-0.00,0.01
442,-9.53,0.48,2.93, -0.07,-0.00,0.01
443,-9.56,0.52,2.89, -0.08,-0.00,0.01
444,-9.57,0.48,2.88, -0.07,-0.00,0.01
445,-9.54,0.42,2.79, -0.08,-0.00,0.01
446,-9.56,0.47,2.86, -0.07,-0.00,0.01
447,-9.54,0.41,2.85, -0.08,-0.00,0.01
448,-9.54,0.50,2.96, -0.08,-0.00,0.01
449,-9.62,0.45,2.88, -0.07,-0.00,0.01
450,-9.62,0.47,2.85, -0.08,-0.00,0.01
451,-9.51,0.48,2.86, -0.07,-0.00,0.01
452,-9.54,0.47,2.89, -0.08,-0.01,0.01
453,-9.57,0.41,2.89, -0.07,-0.00,0.01
454,-9.52,0.46,2.91, -0.08,-0.00,0.01
455,-9.56,0.48,2.88, -0.07,0.00,0.01
456,-9.56,0.49,2.82, -0.08,0.00,0.01
457,-9.60,0.50,2.74, -0.08,-0.00,0.01
458,-9.55,0.44,2.90, -0.07,-0.00,0.01
459,-9.58,0.39,2.90, -0.07,0.00,0.01
460,-9.51,0.51,2.92, -0.08,-0.00,0.01
461,-9.63,0.45,2.87, -0.08,-0.00,0.01
462,-9.57,0.48,2.83, -0.07,-0.00,0.01
463,-9.46,0.45,2.83, -0.07,-0.00,0.01
464,-9.71,0.52,2.82, -0.07,-0.00,0.01
465,-9.54,0.47,2.87, -0.07,-0.00,0.01
466,-9.58,0.41,2.97, -0.07,-0.00,0.01
467,-9.55,0.44,2.89, -0.07,-0.00,0.01
468,-9.56,0.47,2.85, -0.07,-0.00,0.01
469,-9.55,0.48,2.91, -0.07,-0.00,0.01
470,-9.56,0.43,2.89, -0.07,-0.00,0.01
471,-9.60,0.53,2.82, -0.07,-0.00,0.01
472,-9.59,0.49,2.82, -0.07,-0.00,0.01
473,-9.57,0.48,2.91, -0.08,-0.00,0.01
474,-9.59,0.47,2.85, -0.08,-0.00,0.01
475,-9.57,0.45,2.91, -0.07,-0.00,0.01
476,-9.59,0.50,2.79, -0.08,-0.00,0.01
477,-9.56,0.52,2.74, -0.07,0.00,0.01
478,-9.57,0.42,2.88, -0.08,0.00,0.01
479,-9.60,0.39,2.91, -0.07,-0.00,0.01
